,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
18,0000712515-13-000031,ELECTRONIC,20130801,2013-08-01,8-K,absence adverse adversely against allege alleged alleging bankrupt bankruptcy breach breached break broken cancel canceled cancellation cancelled caution cease ceased ceases challenge challenges claims closed closing closure collapse complain complaint complaints concern conflict conflicts contrary criminal cut damage damages defect defective defend defendant defendants defending defer delay delayed delays destroy destroyed destruction deter diminution disclose disclosed discontinue dishonest dishonesty disinterested dismiss dismissal dispose dispute disqualification disqualified disqualify disregard disregarded dissolution doubt embezzle embezzlement erred fail failed fails failure fined fines force forced forego forfeit forfeited fraud gratuitous gratuitously harm ill illegal impair impairment impermissible impossible improper inability incident inconsistency inconsistent intentional invalid invalidity involuntary lapse lapsed late lie limitation limitations liquidation litigating litigation lose losing loss lost lying misconduct miss mistake mistaken negative objecting omission penalties plea plead pleas pled poses posing postpone postponement preclude prejudice preventing purport purported question questions quit refusal refuse refuses refusing reject rejected resign resignation restate restated restatement revocation revoke revoked revokes sever stolen sue sued sues suffer suffered suing suspend suspended suspending suspension taint terminate terminated terminates termination terminations threat threaten threatened uncollected unlawful unpaid violate violated violation,ambiguous appear appears approximate approximately assume assumed assumes assuming assumption assumptions believe believes conditional contingent could depend dependent depending differ doubt fluctuation hidden may might pending possible predict predicted revise revised risk unknown unusual vary,able accomplish accomplished achieve achievement assure beneficial beneficially benefit best conclusive confident desirable desired effective enable encouraged enhance exclusive exclusively favorable gain gains good great greater honor innovation invent invention loyal opportunity pleasure satisfaction satisfactory satisfied satisfy satisfying stable strong succeed succeeding success win
19,0001193125-12-406608,ELECTRONIC,20120927,2012-09-27,8-K,break cut lie miss,,effective satisfy win
20,0000712515-15-000006,ELECTRONIC,20150127,2015-01-27,8-K,against break breaking closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas pled poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed achieve achieved benefit effective enable enabled enables enjoy enjoyed excellent exclusive exclusively gain gains good great greater leading satisfy strength success successful superior win winning
21,0000712515-17-000059,ELECTRONIC,20170807,2017-08-07,8-K,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win
22,0000712515-17-000071,ELECTRONIC,20170918,2017-09-18,8-K,break collapse cut fined lapse lie lying miss,hidden revise revised,able effective satisfy win
23,0000712515-17-000065,ELECTRONIC,20170831,2017-08-31,8-K,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win
24,0000712515-18-000038,ELECTRONIC,20180726,2018-07-26,8-K,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses lying miss plea pleas poses quit restate restated sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ fluctuation fluctuations hidden intangible intangibles may predict preliminary revise revised risk risks uncertain uncertainties variance,able acclaimed benefit best effective enable enabled gain gains good great satisfy strong win
25,0000712515-18-000010,ELECTRONIC,20180412,2018-04-12,8-K,break closure collapse cut disclose disrupt disruption easing fined ill lapse lie lose miss sever,believe hidden may nearly,able best better creative creativity enabling exceptional excited great greater incredible innovation innovations innovative leadership leading opportunities satisfy strong success win
26,0000712515-13-000018,ELECTRONIC,20130516,2013-05-16,8-K,absence adverse adversely against allege alleged bankrupt bankruptcy breach breaching break cancel canceled cancelled cease claims closed closing closure collapse concern conflict contrary controversies crime critical critically cut damage damages defamation defer deter difficult diminution disclaim disclose disclosed dispose dispute dissolution distress embezzle embezzlement erred fail fails failure felony fined force forced forcing forego forfeit forfeited fraud harass harassment harm ill impracticable inadequate incapacity injurious invalid invalidity investigation involuntary irreparable knowingly lapse lapsed late lie limitation limitations liquidate liquidated liquidates liquidation litigating litigation lose losing lying misappropriation misconduct miss negative nondisclosure penalty pled poses preclude purport purported purports quit refusal refuse refusing resign resignation resigning restate restated restatement retaliation revocation revoke revoked sever stress sue sued sues suing suspect suspend suspended taint terminate terminated termination terminations testify threat threaten threatened unfavorable violate violated violation wrong wrongful,ambiguous anticipate anticipated approximation approximations assuming assumption assumptions believe believes contingent could depend dependent differ hidden may pending possible predict predicted tending unknown,able acclaimed accomplish accomplishment accomplishments achieve achieved achievement beneficial beneficially benefit conclusive confident effective enhance enhanced exclusive favorable gain gains good great greater highest impress impressed improve improvement improvements improves invent invention inventions leadership leading opportunity outperform satisfaction satisfactory satisfied satisfy success valuable win
27,0000712515-16-000141,ELECTRONIC,20160829,2016-08-29,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
28,0000712515-14-000043,ELECTRONIC,20140808,2014-08-08,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss,hidden may,able satisfy win
29,0001193125-13-415905,ELECTRONIC,20131029,2013-10-29,8-K,against break closing conciliation critical critically cut decline defer deficit deter disclose erred erring ill impair impairment late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater progress satisfy strong superior win
30,0000712515-16-000126,ELECTRONIC,20160801,2016-08-01,8-K,absence abuse adverse adversely against artificially bankrupt bankruptcy breach break broken cancel canceled cancellation cancelled caution cease ceased ceases ceasing closed closing collapse complain complaint complaints conflict contrary cut damage damages defect defer delay delays depress depressed deter detriment diminution disciplinary disclose disclosed discontinuation discontinue dishonest dishonesty disinterested dismiss dismissal dismissed dispose dispute disqualify dissolution doubt easing embezzle embezzlement erred fail failed fails failure fined force forced forego forfeit forfeited forfeiture fraud gratuitous gratuitously ill illegal impair impairment impermissible impossible inability incapable incident inconsistency inconsistent ineligible interfere invalid invalidity involuntary lapse lapsed late laundering layoff lie limitation limitations liquidation litigating litigation lose loses losing lying misconduct miss missed mistake mistaken omission omit omitted penalties plea plead pleas pled poses posing preclude pressing purport purported question questions quit refusal refuse refuses refusing resign resignation restate restated restatement restructuring revocation revoke revoked revokes sever severe severed slow sue sued sues suspend suspended suspending suspension taint terminate terminated terminates terminating termination terminations uncollected unemployment unfair unfairly unfunded unlawful unpaid violate violated violation worthless,alteration ambiguous appear assume assumed assumes assuming assumption assumptions believe believes could depend dependent depending differ doubt fluctuation fluctuations hidden indeterminable may pending possible possibly predict predicted revise revised risk uncertain unknown unusual vary,able accomplish accomplished achieve achieved achievement assure attain attainment beneficial benefit conclusive confident desirable effective enable enhance exclusive favorable gain gained gains good great greater improve improvement improvements innovation invent invention opportunity satisfaction satisfactory satisfied satisfy satisfying stable strong succeed succeeding success surpass surpassed win
31,0000712515-15-000048,ELECTRONIC,20150803,2015-08-03,8-K,bad break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
32,0001193125-12-441451,ELECTRONIC,20121030,2012-10-30,8-K,break closing conciliation critical critically cut decline defer deficit delay delays deter disclose erred erring ill impair impairment late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend dependent differ intangible intangibles may nearly pending predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater improve improvement outperform popular satisfy strength strong superior win
33,0000712515-16-000090,ELECTRONIC,20160217,2016-02-17,8-K,break closure collapse critical critically cut discontinue discontinued ill lapse late lie miss poses sever sue sued suffer suspend suspended taint tense unlawful,anticipate approximate approximately assume assumes believe contingent could depend differ hidden may preliminary risk risks uncertain uncertainties,able acclaimed benefit effective opportunities satisfy win
34,0000712515-17-000017,ELECTRONIC,20170215,2017-02-15,8-K,absence adverse adversely against allege alleged bad breach break cancel cancellation claims closing collapse concern conciliation contend contrary convict conviction crime cut defer delay delayed denial denied deter dishonest dishonesty dissolution embezzle embezzlement erred fail fails failure felony fined force forced forcing forego forfeit fraud ill incapacity incomplete indict indictment ineligible invalid invalidity lapse late lie limitation liquidation losing lying misappropriation misconduct miss negligence overage plea pled poses preclude purport quit restate restated revocation revoke revoked sever severe severed sue sues terminate terminated terminates termination terminations threat threaten threatened unable violating violation,approximation approximations assume assumed assumption assumptions believe believes depend dependent depending differ hidden may pending possible,able achieve achievement beneficial benefit desirable effective empower empowered gain gains good opportunity perfect satisfaction satisfy success win
35,0000712515-14-000031,ELECTRONIC,20140722,2014-07-22,8-K,against break closed closing collapse conciliation critical critically cut decline defer deter disclose disclosed erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit creativity effective enable enabled encouraged exciting exclusive exclusively gain gains good great greater improve improved innovation satisfy strong superior win
36,0000712515-14-000033,ELECTRONIC,20140801,2014-08-01,8-K,break collapse cut lapse lie miss plea pleas,depend dependent hidden,able gain gains satisfy win
37,0000712515-14-000027,ELECTRONIC,20140604,2014-06-04,8-K,against break closing collapse cut deter fined forego ill lapse late lie lose losing lying miss purport quit termination violate violated,hidden may,able accomplish accomplishment accomplishments achieve achievement attain attainment gain gains leadership satisfy win
38,0000712515-16-000093,ELECTRONIC,20160219,2016-02-19,8-K,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure collapse concern conflict contested contrary controversy corrupt corruption crisis culpability cut damage damages default defaulting defaults defend defending deficiency deter disclose disclosed dispose dispute disrupt disruption doubt downgrading easing encumbrance encumbrances erred erring fail failed failure fault faults fined force forced forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill impracticable improper inadvisable inappropriate incident ineligible infringe infringement inquiry insolvency insufficient invalid invalidity investigating investigation knowingly lapse late laundering lie limitation limitations lose losing loss losses misappropriate misappropriation mislead misleading misrepresent misrepresentation miss moratorium noncompliance objection omission omissions omit omits omitted plaintiff plea plead pleaded pleas poses postpone prejudice prejudiced preventing quit refusal reparation sever solvency strain sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable violate violation weak weakness weaknesses,appear appears approximate approximately assume assumes believe believes conditional could depend dependent differ differing doubt hidden may pending possible preliminary,able achieve advantage benefit confident effective enable exclusive gain gains good leading opportunity positive satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win
39,0000712515-15-000062,ELECTRONIC,20151106,2015-11-06,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
40,0000712515-17-000028,ELECTRONIC,20170516,2017-05-16,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
41,0000712515-18-000049,ELECTRONIC,20180814,2018-08-14,8-K,break collapse cut disrupt ill lapse late lie miss,hidden nearly,able best creative creativity effective gain great impress impressive innovation leadership leading satisfy strong stronger win
42,0001193125-12-375630,ELECTRONIC,20120830,2012-08-30,8-K,absence acquiesce adverse adversely against allegation allegations allege alleged arrears bankrupt bankruptcy barred breach break burden cancel cancellation cancellations caution cautionary cease ceased ceases challenge claiming claims closed closing closure closures concern conspire conspires contested contradict contradicted contrary counterclaim cut damage damages debarred default defaulted defaults defect defects defer delay delayed delinquency delinquent denied deter detract disadvantage disadvantageous disallow disallowance disavow disclose disclosed discontinuance discontinue discontinued disfavor disfavoring dismiss dismissed dispose disproportion disproportionate dispute disregard disregarding dissent dissenting dissolution doubt easing encumber encumbered encumbrance encumbrances erred erring error exculpatory exonerate exonerated exoneration fail failed fails failure fault faulted faults fined fines force forced foreclose forego fraud fraudulent harm hazard hazardous ignoring ill illegal illegality impair impairment inability inaccurate inaction incident inconsistency inconvenient incorrect ineffective infringe infringement infringements injunction injunctions inquiry insolvency insolvent insufficient intentional interfere interfering interrupt interruption invalid invalidate invalidating invalidity investigation involuntary knowingly lack lapse lapsed late laundering lie limitation limitations liquidate liquidated liquidation litigation lockout lockouts lose losing loss losses lying malpractice misconduct mislead misleading miss missed misstate misstatement mistake moratorium negative negligence nonpayment objection obsolete omission omissions omit omits omitted onerous oppose opposed overage overdue penalties penalty plea pleas pled poses posing postpone preclude prejudice protest punitive purport purporting question quit refusal refuse reject renegotiation reparation repudiate resign resignation restate restated restatement restatements restructuring revoke revoked sever slow slowdown slowdowns solvency subpoena sue sued sues suffer suffered suing suspension taint terminate terminated terminates termination threat threaten threatened threatens trouble troubled unable unemployment unfunded unliquidated unpaid unreasonably unreimbursed unremedied unrest unsatisfied violate violation violations,alteration ambiguity anticipate anticipated anticipation appear appearing approximate approximately arbitrary assume assumed assumes assuming assumption assumptions believe believed conditional conditionally contingencies contingent could depend dependent differ doubt exposure fluctuation fluctuations intangible intangibles may might nonassessable pending possibility possible precaution precautionary presumption risk risks tending uncertain uncertainties unknown unusual variance variances,able achieve achieved adequately advances advantage advantageous assuring beneficial beneficially benefit best conclusive confident diligent effective enable enables enabling exclusive favorable favoring gain gaining gains good great greater greatest highest honor honoring improve improved improvement improvements improving leading perfect perfected satisfaction satisfactory satisfied satisfies satisfy satisfying succeed succeeded succeeding success successful valuable win worthy
43,0000712515-16-000120,ELECTRONIC,20160609,2016-06-09,8-K,break collapse critical critically cut deter dispute disputed ill lack lapse lie miss quit sue sued,depend dependence hidden,able acclaimed effective exciting leadership leading satisfy win
44,0001193125-13-387237,ELECTRONIC,20131001,2013-10-01,8-K,break cut deter lie miss,,able effective satisfy win
45,0000712515-16-000097,ELECTRONIC,20160510,2016-05-10,8-K,against break closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled excitement gain gains good great greater innovation popular profitability satisfy strong success successful superior win
46,0000712515-19-000008,ELECTRONIC,20190507,2019-05-07,8-K,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses lying miss negative outage outages plea pleas poses quit restate restated sue sued,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend dependent differ fluctuation fluctuations hidden intangible intangibles may predict preliminary revise revised variance,able acclaimed benefit effective enable enabled excited gain gains good great opportunities profitable satisfy stable strong win
47,0000712515-15-000073,ELECTRONIC,20151201,2015-12-01,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
48,0000712515-17-000039,ELECTRONIC,20170607,2017-06-07,8-K,absence adverse adversely against allege alleged artificially bad bankrupt bankruptcy breach break cancel canceled cease ceases challenging closed closing collapse concern conflict contend contrary convict conviction crime cut damage damages defer depress depressed deter diminution disclose disclosed dishonest dishonesty dispose dispute dissolution downward embezzle embezzlement erred fail fails failure felony fined force forego forfeit forfeited fraud ill incapacity indict indictment invalid invalidity lapse late lie limitation liquidate liquidates liquidation litigating litigation lose losing lying misappropriation misconduct miss negative negligence plea pled poses preclude purport purported quit refusal refuse refusing resign resignation restate restated restatement revocation sever slow sue sued sues suing suspend suspended taint terminate terminated terminating termination terminations threat threaten threatened uncollected violate violation worthless,ambiguous anticipate anticipated appear approximation approximations assume assuming assumption assumptions believe believes could depend dependent differ hidden may pending possible predict predicted revise revised unknown,able accomplish achieve achieved achievement achievements assure attain attainment beneficial benefit conclusive effective enable enabled exceptional exclusive gain gained gains good great greater highest satisfactory satisfied satisfy success win winning
49,0000712515-15-000059,ELECTRONIC,20151029,2015-10-29,8-K,against break closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled exceptional excited excitement gain gains good great greater satisfy strength superior win
50,0000712515-16-000080,ELECTRONIC,20160128,2016-01-28,8-K,against break closing collapse conciliation critical critically cut decline defer deter disclose easing erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater highest satisfy strong superior surpass surpassed win
51,0000712515-16-000095,ELECTRONIC,20160324,2016-03-24,8-K,against break challenge challenges collapse critical cut ill lapse lie miss plea pleas,believe could hidden,able effective exciting gain gains great highest honor honored incredibly leadership leading opportunities opportunity pleased satisfy success win
52,0000712515-17-000006,ELECTRONIC,20170131,2017-01-31,8-K,break collapse critical critically cut defer disclose erred fined ill lapse late lie lose loss losses miss plea pleas poses quit sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes could differ hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties variance,able acclaimed benefit best effective enable enabled exciting gain gains good innovation satisfy strength win
53,0000712515-16-000122,ELECTRONIC,20160628,2016-06-28,8-K,against break collapse cut deter fined ill lapse late lie miss termination violate violated,hidden may,able accomplish accomplishment accomplishments achieve achievement attain attainment gain gains satisfy win
54,0000712515-18-000056,ELECTRONIC,20180907,2018-09-07,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
55,0000712515-17-000037,ELECTRONIC,20170531,2017-05-31,8-K,break closed collapse cut disclose disclosed fined ill lapse lie lose lying miss quit,hidden may revise revised,able satisfy win
56,0000712515-15-000069,ELECTRONIC,20151110,2015-11-10,8-K,break closure collapse cut ill lapse lie miss,hidden,able satisfy win
57,0000712515-15-000055,ELECTRONIC,20150817,2015-08-17,8-K,break collapse cut lapse lie miss plea pleas,depend dependent hidden,able gain gains satisfy win
58,0001193125-12-325805,ELECTRONIC,20120731,2012-07-31,8-K,break closing conciliation critical critically cut decline defer deficit delay delays deter disclose discontinue discontinued erred erring ill impair impairment late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sever sue sued suspend suspended taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend dependent differ intangible intangibles may pending predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater improve improvement leading opportunities outperform popular profitable progress satisfy superior unmatched win
59,0000712515-16-000099,ELECTRONIC,20160518,2016-05-18,8-K,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win
