,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
10,ea,2013-07-24,against break closing collapse conciliation corrects critical critically cut decline defer deter disclose erred erring ill impair impairment incorrect lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater highest honor honors leadership satisfy superior win,26.0,10.0,15.0,1.0,3.6919999999999997,1,1,0,1,0,1,0,0,1,8.0
11,ea,2013-08-01,absence adverse adversely against allege alleged alleging bankrupt bankruptcy breach breached break broken cancel canceled cancellation cancelled caution cease ceased ceases challenge challenges claims closed closing closure collapse complain complaint complaints concern conflict conflicts contrary criminal cut damage damages defect defective defend defendant defendants defending defer delay delayed delays destroy destroyed destruction deter diminution disclose disclosed discontinue dishonest dishonesty disinterested dismiss dismissal dispose dispute disqualification disqualified disqualify disregard disregarded dissolution doubt embezzle embezzlement erred fail failed fails failure fined fines force forced forego forfeit forfeited fraud gratuitous gratuitously harm ill illegal impair impairment impermissible impossible improper inability incident inconsistency inconsistent intentional invalid invalidity involuntary lapse lapsed late lie limitation limitations liquidation litigating litigation lose losing loss lost lying misconduct miss mistake mistaken negative objecting omission penalties plea plead pleas pled poses posing postpone postponement preclude prejudice preventing purport purported question questions quit refusal refuse refuses refusing reject rejected resign resignation restate restated restatement revocation revoke revoked revokes sever stolen sue sued sues suffer suffered suing suspend suspended suspending suspension taint terminate terminated terminates termination terminations threat threaten threatened uncollected unlawful unpaid violate violated violation,ambiguous appear appears approximate approximately assume assumed assumes assuming assumption assumptions believe believes conditional contingent could depend dependent depending differ doubt fluctuation hidden may might pending possible predict predicted revise revised risk unknown unusual vary,able accomplish accomplished achieve achievement assure beneficial beneficially benefit best conclusive confident desirable desired effective enable encouraged enhance exclusive exclusively favorable gain gains good great greater honor innovation invent invention loyal opportunity pleasure satisfaction satisfactory satisfied satisfy satisfying stable strong succeed succeeding success win,26.0,10.0,15.0,1.0,3.6919999999999997,1,1,1,1,1,1,1,1,1,47.0
12,ea,2013-09-17,against breach break cancel cease closed closing closure closures conflict contrary cut damage damages decline declined deter disclose disclosed fined force forcing forego harm ill irreparable late lie limitation lose losing lying miss plea pleas poses purport question questions quit sever stops terminate termination threat threaten threatened violate violated,anticipate anticipated assume believe contingent could indefinite may preliminary,able accomplish accomplishment accomplishments achieve achievement adequately benefit confident creative effective enthusiastic enthusiastically exceptional excitement exciting exclusive fantastic gain gains good great greater highest honor honored improve improvement improvements incredibly innovation innovations invent invention inventions leadership pleased profitable progress satisfy strong success win,27.0,11.0,14.0,2.0,3.667,1,0,0,0,0,0,1,0,0,14.0
13,ea,2013-10-01,break cut deter lie miss,,able effective satisfy win,27.0,11.0,14.0,2.0,3.667,1,1,0,0,0,0,1,0,0,21.0
14,ea,2013-10-22,assault break closure conflict critical critically cut difficult ill inaccurate late lie miss plea pleas poses sue sued taint,anticipate anticipated assumption assumptions could depend dependent depending differ may pending predict risk tending uncertain uncertainties varied,able acclaimed best collaboration collaborations creative creativity enhance enhanced enthusiasm exclusive exclusively satisfy win winner winning,27.0,11.0,14.0,2.0,3.667,1,1,0,1,0,0,0,0,0,7.0
15,ea,2013-10-29,against break closing conciliation critical critically cut decline defer deficit deter disclose erred erring ill impair impairment late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater progress satisfy strong superior win,27.0,11.0,14.0,2.0,3.667,0,1,1,0,0,0,0,0,0,91.0
16,ea,2014-01-28,against break closing collapse conciliation critical critically cut decline defer deficit deter disclose easing erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense weak weakness,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit best effective enable enabled exciting gain gains good great greater highest improve improvement satisfy strong superior win,26.0,13.0,13.0,0.0,4.0,1,1,1,1,1,1,1,1,1,50.0
17,ea,2014-03-19,break closure collapse cut delay delayed difficult easing ill inaccurate lapse late lie miss poses taint,anticipate anticipated assumption assumptions could differ hidden may predict risk uncertain uncertainties,able better fantastic impress impressive incredible perfect perfectly satisfy win,25.0,13.0,12.0,0.0,4.04,0,1,1,0,1,0,0,0,0,48.0
18,ea,2014-05-06,against break challenging closed closing collapse conciliation critical critically cut decline defer deter disclose disclosed discontinue discontinued erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sever sue sued suspend suspended taint tense,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend differ hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit best effective enable enabled excited exclusive exclusively gain gains good great greater improving innovative opportunities satisfy superior tremendous win,25.0,14.0,11.0,0.0,4.12,0,1,1,0,1,0,1,1,1,29.0
19,ea,2014-06-04,against break closing collapse cut deter fined forego ill lapse late lie lose losing lying miss purport quit termination violate violated,hidden may,able accomplish accomplishment accomplishments achieve achievement attain attainment gain gains leadership satisfy win,26.0,14.0,12.0,0.0,4.077,1,1,0,1,1,1,1,1,1,48.0
20,ea,2014-07-22,against break closed closing collapse conciliation critical critically cut decline defer deter disclose disclosed erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit creativity effective enable enabled encouraged exciting exclusive exclusively gain gains good great greater improve improved innovation satisfy strong superior win,26.0,14.0,12.0,0.0,4.077,0,0,0,0,0,0,1,0,0,10.0
21,ea,2014-08-01,break collapse cut lapse lie miss plea pleas,depend dependent hidden,able gain gains satisfy win,26.0,13.0,13.0,0.0,4.0,1,1,1,0,0,1,0,0,0,7.0
22,ea,2014-08-08,break closed collapse cut disclose disclosed ill lapse lie lose miss,hidden may,able satisfy win,26.0,13.0,13.0,0.0,4.0,1,1,1,1,0,1,1,0,0,81.0
23,ea,2014-10-28,against break closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled excellent exclusive exclusively gain gains good great greater improve improved innovation satisfy strong superior win,25.0,14.0,11.0,0.0,4.12,1,1,1,0,0,0,1,0,0,3.0
24,ea,2014-10-31,break closed collapse cut disclose disclosed ill lapse lie lose miss,hidden may,able satisfy win,25.0,14.0,11.0,0.0,4.12,1,1,0,1,1,1,1,1,1,38.0
25,ea,2014-12-08,break collapse cut ill lapse lie miss,hidden,able effective satisfy win,25.0,14.0,10.0,1.0,4.04,0,0,0,1,1,1,1,1,1,35.0
26,ea,2015-01-12,break caution cautioned closing closure closures collapse critical critically cut ill lapse late lie losing miss reject sue sued voiding,approximate approximately hidden,able acclaimed encourages satisfy win,25.0,14.0,11.0,0.0,4.12,0,0,0,1,1,1,1,1,1,15.0
27,ea,2015-01-27,against break breaking closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas pled poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed achieve achieved benefit effective enable enabled enables enjoy enjoyed excellent exclusive exclusively gain gains good great greater leading satisfy strength success successful superior win winning,25.0,14.0,11.0,0.0,4.12,0,1,1,1,0,1,1,1,1,52.0
28,ea,2015-03-20,absence acquiesce adverse adversely against allegation allegations allege alleged arrears bad bankrupt bankruptcy breach break bribe bribery burden cancel cancellation cancellations cancelled caution cautionary cease ceased ceases challenge claiming claims closed closing closure closures collapse concern contested contradict contradicted contrary corrupt corruption counterclaim cut damage damages default defaulted defaults defect defects defer delay delayed delinquency delinquent denied deter detract disadvantage disadvantageous disallow disallowance disavow disclaim disclose disclosed discontinuance discontinue discontinued disfavor disfavoring dismiss dismissed dispose disproportion disproportionate dispute disregard disregarding dissent dissenting dissolution doubt easing embargo embargoes encumber encumbered encumbrance encumbrances erred erring error errors exculpatory exonerate exonerated exoneration fail failed fails failure fault faulted faults fined fines force forced foreclose forego fraud fraudulent harm hazard hazardous ill illegal illegality impair impairment inability inaccurate inaction incident inconsistency inconvenient incorrect ineffective infringe infringement infringements injunction injunctions inquiry insolvency insolvent insufficient intentional interfere interfering interrupt interruption invalid invalidate invalidating invalidity investigation involuntary knowingly lack lapse lapsed late lie limitation limitations liquidate liquidated liquidation litigation lockout lockouts lose losing loss losses lying malpractice misconduct mislead misleading miss missed misstate misstatement mistake moratorium negative negligence nonpayment objection obsolete omission omissions omit omits omitted onerous oppose opposed overage overdue penalties penalty plea pleas pled poses posing postpone preclude prejudice protest punitive purport purporting question quit refusal refuse reject renegotiation reparation repudiate resign resignation restate restated restatement restatements restructuring revoke revoked sever slow slowdown slowdowns solvency subpoena sue sued sues suffer suffered suing suspension taint terminate terminated terminates termination threat threaten threatened trouble troubled unable unemployment unfunded unliquidated unpaid unreasonably unreimbursed unremedied unrest unsatisfied violate violation violations,alteration ambiguity anticipate anticipated anticipation appear appearing approximate approximately arbitrary assume assumed assumes assuming assumption assumptions believe believed conditional conditionally contingencies contingent could depend dependent differ differs doubt exposure fluctuation fluctuations hidden intangible intangibles may might nonassessable pending possibility possible precaution precautionary presumption risk risks tending uncertain uncertainties unknown unusual variance variances,able achieve achieved adequately advances advantage advantageous assuring beneficial beneficially benefit best conclusive confident diligent effective enable enables exclusive favorable favoring gain gaining gains good great greater greatest highest honor honoring improve improved improvement improvements improving leading perfect perfected satisfaction satisfactory satisfied satisfies satisfy satisfying succeed succeeded succeeding success successful valuable win worthy,24.0,12.0,12.0,0.0,4.0,1,1,0,1,1,1,1,1,1,46.0
29,ea,2015-05-05,against break closing collapse conciliation critical critically cut decline defer deter disclose discontinue discontinued erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss negative plea pleas poses quit restructuring restructurings sever sue sued suspend suspended taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could depend differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled exceptional gain gains good great greater happy opportunities satisfy strong success superior win winning,22.0,11.0,11.0,0.0,4.0,0,1,1,1,1,1,0,1,1,14.0
30,ea,2015-05-19,bad break collapse cut ill lapse lie lose miss,hidden,able achieve achievement achievements best creative great incredibly leadership opportunity satisfy strength strengthen strong stronger tremendous win,22.0,11.0,11.0,0.0,4.0,0,0,0,0,0,1,0,0,0,2.0
31,ea,2015-05-21,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,22.0,11.0,11.0,0.0,4.0,1,1,0,1,1,1,0,0,0,8.0
32,ea,2015-05-29,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,22.0,11.0,11.0,0.0,4.0,0,0,1,1,1,1,1,1,1,39.0
33,ea,2015-07-07,break closure collapse cut lapse lie miss,hidden,able satisfy win,22.0,14.0,8.0,0.0,4.273,1,1,0,1,0,1,0,1,1,23.0
34,ea,2015-07-30,against break closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated anticipation approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater outperform satisfy strength superior win,22.0,14.0,8.0,0.0,4.273,1,0,0,0,0,0,0,0,0,4.0
35,ea,2015-08-03,bad break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,22.0,14.0,8.0,0.0,4.273,0,1,1,0,0,0,0,0,0,14.0
36,ea,2015-08-17,break collapse cut lapse lie miss plea pleas,depend dependent hidden,able gain gains satisfy win,22.0,14.0,8.0,0.0,4.273,1,1,1,1,1,1,1,0,0,73.0
37,ea,2015-10-29,against break closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled exceptional excited excitement gain gains good great greater satisfy strength superior win,21.0,14.0,7.0,0.0,4.333,0,0,0,1,1,1,1,0,0,8.0
38,ea,2015-11-06,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,21.0,14.0,7.0,0.0,4.333,0,0,0,0,1,0,1,0,0,4.0
39,ea,2015-11-10,break closure collapse cut ill lapse lie miss,hidden,able satisfy win,21.0,14.0,7.0,0.0,4.333,0,1,1,0,0,0,0,0,0,21.0
40,ea,2015-12-01,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,23.0,16.0,7.0,0.0,4.391,1,1,1,0,1,0,0,0,0,9.0
41,ea,2015-12-10,break breaking collapse critical cut fined ill lapse late lie lose miss,differ hidden,able best better delight delighted enable excited exciting great leading opportunities opportunity preeminent satisfy tremendous win,23.0,17.0,6.0,0.0,4.478,0,1,1,0,1,0,1,0,0,49.0
42,ea,2016-01-28,against break closing collapse conciliation critical critically cut decline defer deter disclose easing erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses lying miss plea pleas poses quit restructuring restructurings sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled gain gains good great greater highest satisfy strong superior surpass surpassed win,23.0,18.0,5.0,0.0,4.565,1,0,0,0,1,0,1,0,0,20.0
43,ea,2016-02-17,break closure collapse critical critically cut discontinue discontinued ill lapse late lie miss poses sever sue sued suffer suspend suspended taint tense unlawful,anticipate approximate approximately assume assumes believe contingent could depend differ hidden may preliminary risk risks uncertain uncertainties,able acclaimed benefit effective opportunities satisfy win,22.0,19.0,3.0,0.0,4.727,1,0,0,0,0,0,0,0,0,2.0
44,ea,2016-02-19,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure collapse concern conflict contested contrary controversy corrupt corruption crisis culpability cut damage damages default defaulting defaults defend defending deficiency deter disclose disclosed dispose dispute disrupt disruption doubt downgrading easing encumbrance encumbrances erred erring fail failed failure fault faults fined force forced forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill impracticable improper inadvisable inappropriate incident ineligible infringe infringement inquiry insolvency insufficient invalid invalidity investigating investigation knowingly lapse late laundering lie limitation limitations lose losing loss losses misappropriate misappropriation mislead misleading misrepresent misrepresentation miss moratorium noncompliance objection omission omissions omit omits omitted plaintiff plea plead pleaded pleas poses postpone prejudice prejudiced preventing quit refusal reparation sever solvency strain sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable violate violation weak weakness weaknesses,appear appears approximate approximately assume assumes believe believes conditional could depend dependent differ differing doubt hidden may pending possible preliminary,able achieve advantage benefit confident effective enable exclusive gain gains good leading opportunity positive satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win,22.0,19.0,3.0,0.0,4.727,1,1,1,0,0,0,0,0,0,5.0
45,ea,2016-02-24,absence accident accidents acquiesce adverse adversely against annul annulled arrears bad bankrupt bankruptcy breach breached break cancel canceled cancellation cancelled catastrophe catastrophes cease ceased ceases claims concern conflict conflicting conflicts contested contrary cut damage decline deface defaced default defaults defect defects defend defending defer delay delist delisting denied destroy destroyed destruction deter detract detriment disclaim discontinue discontinued dispose disregard disregarded dissolution disturb disturbance disturbances doubt downgrade easing encumber encumbrance enjoin enjoining erred error expose fail fails failure fault faulted faults fined force forced forego fraud fraudulent harm hinder ill illegal impair impaired impede inability incapable inconsistency inconsistent inconvenient ineligibility insolvency insolvent interfere interrupt interruption interruptions invalid investigate investigation involuntary irregular irregularities late laundering lie limitation limitations liquidate liquidated liquidation liquidator litigant litigation lose loss losses lost lying malfunction malfunctions misconduct miss moratorium negligence negligent nonpayment objection omission omissions omit omits omitted overdue penalties penalty plea plead pled poses preclude prejudice prejudicial punitive question quit refuse resign resignation resigned resigns revocation revoke sever solvency stolen stoppage stoppages strain straining sue sued sues suffer suffered suing terminate terminated termination unable unduly unemployment unpaid unreasonable unreasonably unwilling usury violate violation wrong wrongful wrongfully,ambiguity anticipation apparent apparently appear appears assume assumed assumes assuming assumption assumptions believe believed believes conditional conditionally contingency contingent depend dependent differ doubt fluctuation fluctuations intangible likelihood may might possible preliminary presume presumed risk speculative variation variations,able advances advantage assuring beneficial beneficially benefit better conclusive conclusively constructive desirable effective enable exclusive exclusively gain gains good great greater greatest highest improve improvement improvements improving progress satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win,22.0,18.0,4.0,0.0,4.636,1,1,1,1,1,1,1,0,0,76.0
46,ea,2016-05-10,against break closing collapse conciliation critical critically cut decline defer deter disclose erred erring ill impair impairment lapse late lie limitation limitations litigation lose losing loss losses miss plea pleas poses quit sue sued taint tense terminate terminated,anticipate anticipated approximate approximately assume assumes believe believes contingent could differ differs hidden intangible intangibles may nearly predict preliminary risk risks uncertain uncertainties unspecified,able acclaimed benefit effective enable enabled excitement gain gains good great greater innovation popular profitability satisfy strong success successful superior win,24.0,19.0,5.0,0.0,4.583,1,1,1,0,1,0,1,0,0,8.0
47,ea,2016-05-18,break closed collapse cut disclose disclosed ill lapse lie lose miss quit,hidden may,able satisfy win,24.0,19.0,5.0,0.0,4.583,0,0,0,0,0,0,0,0,0,5.0
48,ea,2016-05-23,absence adverse adversely against allege alleged alleging bankrupt bankruptcy breach breached breaches breaching break cancel canceled cancelled cease ceased ceases challenge challenges claims closed closing closure collapse concern conflict contrary controversies convict convicted crime criminal cut damage damages defamation defect defective defend defendant defendants defending defer delay delayed destroy destroyed destruction deter difficult diminution disclaim disclose disclosed disclosing disinterested dispose dispute disqualification disqualified disregard disregarded dissolution distress embezzle embezzlement erred fail fails failure felony fined fines force forced forcing forego forfeit forfeited fraud harass harassment harm ill illegal impracticable improper inadequate incapacity incident ineligibility ineligible injurious intentional interfere invalid invalidity investigation involuntary irreparable knowingly lapse lapsed late lie limitation limitations liquidate liquidated liquidates liquidation litigating litigation lose loses losing loss lost lying misappropriation misconduct mislead misleading miss negative nondisclosure objecting omission omit omitting oppose opposed penalties penalty plea pleas pled poses posing postpone postponement preclude prejudice purport purported purports question questions quit recall recalled recalls refusal refuse refusing reject resign resignation restate restated restatement retaliation revocation revoke revoked sever stolen stress sue sued sues suffer suffered suing suspect suspend suspended taint terminate terminated termination terminations testify threat threaten threatened unavailability unavailable unfavorable violate violation violations wrong wrongful,ambiguous anticipate anticipated appear appears approximation approximations assume assuming assumption assumptions believe believes contingent could depend dependence dependent differ hidden may might pending possible predict predicted risk unknown variation variations,able achieve achieved beneficial beneficially benefit best conclusive confident desired effective enhance enhanced exclusive exclusively favorable gain gains good great greater highest improve improvement improvements invent invention inventions leading loyal opportunity pleasure resolve satisfaction satisfactory satisfied satisfies satisfy solves success valuable win,24.0,19.0,5.0,0.0,4.583,1,1,1,1,0,1,0,0,0,17.0
49,ea,2016-06-09,break collapse critical critically cut deter dispute disputed ill lack lapse lie miss quit sue sued,depend dependence hidden,able acclaimed effective exciting leadership leading satisfy win,24.0,19.0,5.0,0.0,4.583,0,0,0,0,0,0,0,0,0,19.0
