,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px
10,ebay,2011-06-13,break burden claims closing closure closures complain complained cut defend defendant defendants denied deny difficult dismiss dismissal dismissed distract distraction divest divestiture divestitures downturn easing erred fined ill late lie litigation lose losing miss missed plaintiff plea pleas poses prejudice quit taint wrong wrongdoing,assume assumes assumption assumptions believe believes could differ fluctuation fluctuations may pending possibility predict predicted risk risks uncertain uncertainties uncertainty vary varying,able achieve beneficial benefit creative easily effective enable enables innovative leading profitably satisfy stability success win,12.56245231628418,12.52052116394043,12.478590965270994,11.937685012817385,12.30667495727539,12.088635444641113,12.084442138671875,25.0,12.0,12.0,1.0,3.88,15.96
11,ebay,2011-06-20,break claims closed cut difficult disclose disclosed divest divestiture divestitures downturn easing forfeit forfeiture ill late lie litigation lose miss quit sue sued taint,approximate approximately assume assumes assumption assumptions could differ fluctuation fluctuations may pending possibility predict predicted risk risks uncertain uncertainties vary varying,able achieve creative easily effective enable enables innovative leading profitably satisfy stability win,12.088635444641113,12.084442138671875,12.486977577209473,12.26474380493164,12.939828872680664,12.038317680358887,12.143144607543945,25.0,12.0,12.0,1.0,3.88,16.02
12,ebay,2011-06-28,absence against allege alleged alleging breach breached break cease ceased challenge challenges closed closing closure closures confine confined conflict contested contrary criminal cut defect defective defend defending destroy destroyed destruction deter disclose disclosed disinterested disqualification disqualified disregard disregarded erred fail fails failure fined fines force forced forego fraud harm ill illegal improper inability inadvertent incident intentional invalid invalidate lack late lie limitation limitations lose losing loss lost lying misconduct miss objecting omission penalties plea pleas pled poses posing postpone postponement prejudice question questions quit reject resign resignation resignations restate restated restatement revocation revocations revoke revoked stolen sue sued suffer suffered termination terminations threat threaten threatened unable violation volatility,appear appears believe believes could depend dependence dependent differ may might pending possible risk volatility,able advancement beneficial beneficially benefit best desired effective empower exclusive gain gains good great greater loyal opportunity pleasure satisfy succeed succeeding success win,12.038317680358887,12.143144607543945,12.939828872680664,13.728126525878904,13.975518226623535,14.155820846557615,13.908429145812988,25.0,12.0,12.0,1.0,3.88,16.02
13,ebay,2011-07-20,break closed collapse conciliation conciliations cut delinquency deter difficult divest divested divestiture divestitures easing erred fined forego fraud ill impair impairment impairments lapse late lie limitation limitations litigation lose loss losses miss missed poses quit restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted risk risks uncertain uncertainties vary varying,able achieve benefit easily effective enable enables enhance gain gains good improve improved innovation leadership leading positive positively profitably satisfy stability stable strength strengthen strengthened strong success successful successfully surpass surpassed surpassing win,14.155820846557615,13.908429145812988,14.021641731262207,14.172593116760256,13.732320785522461,13.266889572143555,12.86016082763672,29.0,16.0,12.0,1.0,4.034,16.11
14,ebay,2011-09-29,break cut ill lie miss,depend dependent nearly,able delight delighted easily effective enable enables enabling great innovative leadership satisfy strong tremendous win,13.266889572143555,12.86016082763672,12.365378379821776,12.30667495727539,13.54363250732422,14.201944351196287,13.912622451782227,28.0,16.0,11.0,1.0,4.071000000000001,16.94
15,ebay,2011-10-19,against break closed collapse conciliation conciliations cut delinquency deter difficult divest divested divestiture divestitures easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed poses quit restructuring sever taint,almost approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted risk risks uncertain uncertainties vary varying,able achieve benefit easily effective enable enables enabling enhance gain gains good improve improved improvement improvements innovation leadership positive positively profitably satisfy stability strength strengthen strengthened strong success successful successfully surpass surpassed win,14.201944351196287,13.912622451782227,13.480735778808596,13.572983741760256,13.941974639892578,11.837050437927244,12.436659812927244,28.0,16.0,11.0,1.0,4.071000000000001,16.55
16,ebay,2011-11-28,absence adverse against allege alleged arrears bankrupt bankruptcy breach breached break caution cautionary cease ceased ceases ceasing claiming claims closed closure concern conciliation conflict contested contrary counterclaim cut damage damages decline declined declines default defect defects defer delay delayed delinquent denies deter detract disadvantage disadvantageous disadvantages disapprove disavow disclose disclosed dishonor dismiss dismissed disproportion disproportionate dispute disputes disregard disregarding dissolution doubt easing encumber encumbering encumbrance encumbrances enjoin erred erring error exculpatory expose fail failed failing fails failure fault faults fined force forced forcing forego fraud fraudulent harm idle ignoring ill illegal impair impaired impairment inability inaccurate incapable incident incomplete inconsistency inconsistent incorrect indefeasibly infringe infringement infringes injunction injunctions insolvency interfere interrupt interruption invalid invalidate invalidated invalidity investigation lack lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator litigation lose losing loss losses lying malpractice misconduct mislead misleading miss missed misstate misstatement moratorium negative negligence noncompliance nonpayment objection obsolete omission omissions omit omits omitted oppose opposed overage penalties penalty pled poses postpone postponed preclude prejudice prosecute prosecuted protest punitive purport purported purportedly purporting purports question quit refusal refuse reject reparation repudiate resign resignation restate restated restructuring revoke revokes sever solvency strain subpoena sue sued sues suffer suffered suing suspend suspended terminate terminated terminates termination terminations threat threaten threatened unable unavailability unemployment unfunded unintended unlawful unpaid unreasonably unrecovered unreimbursed unsatisfied usurious violate violates violation,anticipate anticipated appear appearing approximate approximately arbitrary assume assumed assumes assuming assumption assumptions believe believed conditional conditionally contingency contingent could depend dependent differ doubt exposure fluctuating fluctuation fluctuations intangible may maybe might pending possible precaution precautionary presume presumed revise revised risk risks tending unknown variable varied,able achieve achieved adequately advances advantage advantageous advantages assuring beneficial beneficially benefit benefited best conclusive conclusively confident desirable diligent diligently effective enable enhance enhancement exclusive favorable gain gains good great greater greatest honor improve improvement improvements leading opportunity perfect perfected progress satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win,11.837050437927244,12.436659812927244,12.055089950561525,12.445046424865724,12.973374366760256,13.266889572143555,13.053041458129885,30.0,16.0,13.0,1.0,4.0,16.33
17,ebay,2011-12-12,break cut ill lie miss sue,may,able satisfy win,13.266889572143555,13.053041458129885,12.931443214416506,12.41150188446045,12.721789360046387,12.876933097839355,12.843387603759766,31.0,17.0,13.0,1.0,4.032,16.26
18,ebay,2012-01-06,break cut ill lie miss resign resigning,,able effective satisfy success win,12.876933097839355,12.843387603759766,12.793071746826172,13.216571807861328,12.801457405090332,12.801457405090332,12.721789360046387,32.0,18.0,13.0,1.0,4.063,16.25
19,ebay,2012-01-18,break closed collapse conciliation conciliations crisis cut delinquency deter difficult divest divested divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed negative negatively poses quit restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted risk risks uncertain uncertainties vary varying,able achieve benefit easily effective enable enables enabling enhance enhancement enhancements excellent gain gains good improve improved innovation innovative leadership positive positively profitably satisfy stability stable strong stronger success successful successfully win,12.801457405090332,12.721789360046387,13.21237850189209,13.41364574432373,13.354944229125975,15.47244644165039,15.34246063232422,33.0,19.0,13.0,1.0,4.091,16.44
20,ebay,2012-04-02,adverse against breach break cancel crime cut deter doubt embezzle embezzlement fail failure felony fined forfeit fraud ill impair impairment incapacity involuntarily late lie misappropriation misconduct miss poses quit revoking sever terminate terminated termination,assuming doubt may,able achieve achievement benefit confident effective excited gain gains leading satisfy tremendous win,15.47244644165039,15.34246063232422,15.359233856201172,14.9357328414917,14.99443531036377,15.12861442565918,15.040559768676758,32.0,19.0,13.0,0.0,4.188,16.82
21,ebay,2012-04-18,break closed collapse conciliation conciliations crisis cut delinquency deter difficult divest divested divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed negative negatively poses quit restructuring sever taint,almost approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted risk risks uncertain uncertainties vary varying,able achieve benefit better easier easily effective enable enables enabling enhance gain gains good improve improved improvement improvements innovation opportunity profitably satisfy stability strong success successful successfully surpass surpassed win,15.12861442565918,15.040559768676758,17.032268524169922,16.625541687011722,17.288047790527347,17.21257209777832,17.288047790527347,32.0,19.0,13.0,0.0,4.188,17.08
22,ebay,2012-04-27,absence adverse adversely against allege alleged alleging breach breached break cancel cease ceased challenge challenges closed closing closure closures conflict contested contrary criminal cut damage damages defect defective defend defending destroy destroyed destruction deter disclose disclosed disinterested disqualification disqualified disregard disregarded disrupt disruption erred fail fails failure fined fines force forced forego fraud harm ill illegal improper inability inadvertent incident inconsistent intentional invalid invalidate lack late lie limitation limitations liquidation lose losing loss lost lying misconduct miss objecting omission penalties plea pleas pled poses posing postpone postponement prejudice question questions quit reject resign resignation resignations restate restated restatement restates revocation revocations revoke revoked stolen sue sued suffer suffered termination terminations threat threaten threatened unable violation volatility,appear appears believe believed believes could depend dependence dependent differ may might pending possible risk volatility,able advancement beneficial beneficially benefit best conclusive desired effective empower exclusive favorable gain gains good great greater highest loyal opportunity pleasure satisfy succeed succeeding success win,17.21257209777832,17.288047790527347,17.199993133544922,17.258695602416992,16.85196876525879,17.199993133544922,17.086780548095707,32.0,21.0,11.0,0.0,4.313,18.29
23,ebay,2012-05-01,break cut ill lie miss,assume assumed,able satisfy win,17.199993133544922,17.086780548095707,17.258695602416992,16.537487030029293,17.279661178588867,16.38234519958496,16.965181350708008,32.0,21.0,11.0,0.0,4.313,18.29
24,ebay,2012-07-18,break closed collapse conciliation conciliations crisis cut delinquency deter difficult dispose divest divested divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed negative negatively opportunistic plea pleas poses quit restructuring sever staggering taint,anticipate approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted risk risks tending uncertain uncertainties vary varying,able benefit best better easily effective enable enables enabling enhance gain gains good great improve improved innovation opportunity pleased profitably satisfy stability strong strongest success successful successfully surpass surpassed win,16.38234519958496,16.965181350708008,18.428564071655273,18.55016326904297,18.961084365844727,18.428564071655273,18.80594062805176,35.0,23.0,12.0,0.0,4.314,18.97
25,ebay,2012-07-20,break closed closing closure collapse conciliation crisis cut deter difficult disclose disclosed divest divestiture divestitures downturn easing erred fined forego ill lapse late lie limitation limitations litigation lose losing loss losses miss opportunistic opportunistically poses taint,anticipate approximate approximately assume assumed assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible may nearly predict predicted revise revised risk risks uncertain uncertainties vary varying,able easily enable enables enabling enhance gain gains profitably satisfy stability strong success successful successfully win,18.428564071655273,18.80594062805176,18.55016326904297,18.10988998413086,18.575321197509766,18.55016326904297,18.248260498046875,35.0,24.0,11.0,0.0,4.371,19.65
26,ebay,2012-07-24,adverse adversely against allegation allegations allege alleged alleges alleging annul arrears bankrupt bankruptcy breach breaches break calamity cease ceased ceases challenging claims closed closing closure concern concerns conflict conflicted conflicts contested contrary corrupt corruptly crisis culpability cut damage damages default defaulted defaulting defaults defect defend defending deter disclose disclosed dispose dispute disputes disqualification disrupt disruption divest divestiture divestitures doubt downgrading downturn easing encumbrance encumbrances erred fail failed failure fault faulted faults fined fines force forced forego fraud fraudulent guilty harm hazard hazardous idle ill impracticable impractical inability inadvisable incident incidents inconsistency ineligible infringe infringement infringes injuries insolvency insufficient interfere interference invalid invalidity investigate investigating investigation lapse late laundering lie limitation limitations litigation lose losing loss losses lying manipulation mislead misleading misrepresent misrepresentation miss moratorium noncompliance objecting objection omission omissions omit omitted overdue penalties penalty plaintiff plea plead pleaded pled poses postpone prejudice prejudiced preventing purport quit refusal refuse refused reparation revocation sever solvency sue sued sues suing suspend suspended suspending suspension taint terminate terminated termination threat threaten threatened threatening unavailable unaware unfavorable unfunded unlawful unpaid unsold violate violates violation violations weak weakness,ambiguity appear appearing assume assumed assumes assuming assumption assumptions conditional could depend dependent differ doubt fluctuation fluctuations may might nonassessable pending possible predict predicted preliminary risk risks sometime sometimes uncertain uncertainties vary varying,able adequately assure benefit best effective enable enabling exclusive favorable gain gains good great greater highest invent invention inventions leading opportunity profitably satisfaction satisfactory satisfied satisfies satisfy stability stabilization succeed succeeding success successful successfully win,18.55016326904297,18.248260498046875,18.10988998413086,18.961084365844727,18.35308837890625,20.227392196655273,20.210620880126953,35.0,24.0,11.0,0.0,4.371,19.65
27,ebay,2012-10-17,break closed collapse conciliation conciliations crisis cut delinquency deter difficult dispose divest divested divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed poses quit restructuring sever sue sued taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate risk risks uncertain uncertainties vary varying,able benefit boost easily effective enable enables enabling enhance favorable gain gains good great innovate innovative profitably satisfy stability strong success successful successfully surpass surpassed win winning,20.227392196655273,20.210620880126953,21.31339836120605,21.028270721435547,20.759912490844727,21.028270721435547,20.69282531738281,40.0,25.0,15.0,0.0,4.225,22.1
28,ebay,2012-10-23,break cut disagree disagreement lie miss resign,,able effective satisfy win,21.028270721435547,20.69282531738281,20.495750427246094,20.759912490844727,20.638315200805664,23.904720306396484,23.523149490356445,40.0,25.0,15.0,0.0,4.225,22.77
29,ebay,2013-04-17,break closed collapse conciliation conciliations crisis cut delinquency deter difficult divest divested divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed poses quit restructuring sever taint,almost approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ exposure fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate risk risks uncertain uncertainties vary varying,able benefit easier easily effective enable enabled enables enabling enhance gain gained gains good improve improvement improvements innovation leadership opportunities profitably satisfy stability strong success successful successfully surpass surpassing win,23.904720306396484,23.523149490356445,22.1478214263916,21.648845672607425,22.03041648864746,23.820858001708984,24.05986404418945,42.0,34.0,8.0,0.0,4.571000000000001,26.8
30,ebay,2013-07-17,break challenge closed collapse conciliation conciliations crisis cut decline declined delinquency deter difficult dispose dispute divest divested divestiture divestitures downturn easing erred fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loss losses miss missed overage poses quit restructuring sever taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate risk risks uncertain uncertainties vary varying,able benefit confident easily effective efficient enable enabled enables enhance gain gained gains good innovation innovative leadership opportunities profitably satisfy stability stable strong success successful successfully win,23.820858001708984,24.05986404418945,22.44133758544922,21.93397521972656,21.908815383911133,22.63002586364746,22.44133758544922,44.0,37.0,7.0,0.0,4.636,26.82
31,ebay,2013-10-16,break closed closing closure closures collapse conciliation conciliations crisis cut default delinquency deter difficult disclosing dispose divest divested divestiture divestitures downturn easing erred fault fined forego fraud ill impair impairment lack lackluster lapse late lie limitation limitations litigation lose losing loss losses lying miss missed poses quit restructuring sever shut shutdown taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly pending predict predicted recalculate risk risks uncertain uncertainties vary varying,able benefit benefited easily effective enable enabled enables enhance enhanced gain gained gains good improve innovation invent inventor leading opportunities profitably satisfy stability strength strong success successful successfully win,22.63002586364746,22.44133758544922,21.544017791748047,21.778831481933594,21.653038024902344,22.70549964904785,22.81451988220215,43.0,36.0,7.0,0.0,4.628,26.58
32,ebay,2014-01-22,bad break breaking closed closing closure closures collapse conciliation conciliations crisis cut default delinquency deter difficult disclosing dispose disrupt disruption divest divested divestiture divestitures downturn easing erred fault fined forego fraud ill impair impairment lapse late lie limitation limitations litigation lose loses losing loss losses lying miss missed opportunistic overage poses quit restructuring sever shut shutdown taint,approximate approximately assume assumes assumption assumptions believe believes could depend dependent differ fluctuation fluctuations hidden intangible intangibles may nearly predict predicted recalculate risk risks uncertain uncertainties vary varying,able achieve achieved benefit best easily effective enable enabled enables enhance gain gained gains good great greater incredibly innovation opportunities opportunity profitably satisfy stability strong success successful successfully tremendous win,22.70549964904785,22.81451988220215,23.036754608154297,22.1729793548584,22.30715751647949,22.67614936828613,22.41617774963379,44.0,33.0,11.0,0.0,4.455,26.49
33,ebay,2014-04-11,adverse adversely against allege breach breached breaches cease ceases closed closing closure concern contradict contradicts controversy criticism cut damage damages defeat delay delayed deny deprive destroy deter difficult disagree disagrees disclose disclosed disclosing disparage disparages dispute doubt erred erring error errors fail failed failure fined force forego harm ill illegal illegality impractical injunction injunctions injury inquiry irreparable lack late lie limitation litigation lose losing miss omission omissions oppose plea pleas poses posing precluding quit refuse reparation resign subpoena sue sued sues terminate threat threaten threatened unable unreasonably violation,ambiguities believe believed believes could depend dependent doubt exposure may nearly pending suggest,able accomplish accomplished beneficial beneficially benefit benefitting confident easily effective enable enabled enables enabling enhance enhanced exclusive exclusively gain gains good great greater greatly happy honor honored honoring invent invention leadership opportunity optimistic pleased satisfaction satisfy strong success successful tremendous valuable win,22.67614936828613,22.41617774963379,22.634218215942386,22.931926727294922,23.25898551940918,23.032560348510746,23.25898551940918,45.0,31.0,14.0,0.0,4.356,26.63
34,ebay,2014-04-22,absence against concern confusion contested cut deter ill lack late lie miss plea pleas question questions quit resign resignation restate restatement revoke revoking termination,confusion could depend dependent may revise revised,able beneficial gain gains good highest satisfy win,23.032560348510746,23.25898551940918,23.036754608154297,22.52519989013672,21.67400360107422,22.49165344238281,22.869029998779297,45.0,31.0,14.0,0.0,4.356,26.63
