,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
10,0000796343-13-000036,ADOBE,20130412,2013-04-12,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing collapse concern contrary cut decline defect defend defer delay delayed deter discontinue discontinued dispose dissolution divest divested divestiture divestitures easing encumbrance erred fail fails failure fined force forego forfeit forfeited forfeiture ill inability incomplete inconsistency inconsistent intentional interfere interrupt interruption involuntary lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restatement restructuring sever sue sued suing terminate terminated terminates termination terminations unfunded violate violation,ambiguity anticipate anticipated anticipation apparent assume assumed assuming assumption clarification contingent could depend dependent differ hidden intangible intangibles may might possible revise revised unusual vary,able achieve achieved achievement attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater greatest improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win
11,0000796343-16-000386,ADOBE,20160902,2016-09-02,8-K,absence against allege alleged bad breach break burden cease ceased ceases challenge challenged claiming closed closing closure collapse concern conflict contrary criminal cut damage damages defect defective delay delayed denied destroy destroyed deter disclose disclosed disinterested disqualification disqualified disregard disregarded dissolution doubt erred fail failed failing fails failure fined fines force forego fraud harm ill illegal immoral improper incident interfere invalid invalidate invalidated investigation lack lapse late lie limitation limitations lose losing loss lost mislead misleading miss misstate misstatement objecting omission omit omits oppose opposed opposition plea pleas pled poses posing postpone postponement preclude prejudice preventing prosecuting prosecution question questions quit recall recalled reparation resign resignation resignations resigned resigning restate restated revocation stolen sue sued terminate termination terminations threat threaten threatened unable undeliverable unlawful unwilling violate violating violation,anticipate anticipated appear appears assume believe believed contingencies could depend dependence dependent differ doubt hidden may might pending presumption risk tending,able advancement advances beneficial beneficially benefit best conducive confident desired effective empower empowered enjoy exclusive gain gains good great greater impress impressed integrity leading opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves success successful superior valuable win
12,0001104659-09-002041,ADOBE,20090113,2009-01-13,8-K,absence against allege alleged bad break burden cease ceased claiming closed closing closure closures collapse concern conflict contrary criminal critical cut defect defective delay delayed denied destroy destroyed deter disagree disagreement disclose disclosed disinterested disqualification disqualified disregard disregarded dissolution erred fail fails failure fined fines force forego fraud ill incident interfere invalid invalidate invalidated investigation lack lapse late lie limitation limitations lose losing loss lost miss objecting omission oppose opposed plea pleas pled poses posing postpone postponement preclude prejudice prosecuting prosecution question questions quit reparation resign resignation resignations resigned resigning revocation stolen sue sued terminate termination threat threaten threatened undeliverable unlawful,anticipate anticipated appear appears assume believe believed contingencies could depend dependence dependent differ may might pending presumption risk tending,able advancement advances beneficial beneficially benefit best conducive confident desired effective empower empowered enjoy exclusive gain gains good great greater highest impress impressed leadership opportunity pleased pleasure revolutionize revolutionizes satisfy succeed succeeding success successful superior valuable win
13,0000796343-19-000091,ADOBE,20190412,2019-04-12,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing collapse contrary cut decline defect defend defer delay delayed deter dispose easing encumbrance erred fail fails failure fined forego forfeit forfeited forfeiture ill inability inconsistency inconsistent intentional interfere interrupt interruption involuntary lapse lapsed late lie limitation limitations liquidate liquidated losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit sever sue sued suing terminate terminated terminates termination terminations threat threaten threatened unfunded violate violation,ambiguity anticipation apparent assume assumed assuming assumption clarification could depend dependent differ hidden may possible revise revised vary,able achieve achievement attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater greatest opportunity positive profitability reward satisfaction satisfied satisfy success win
14,0001104659-12-025271,ADOBE,20120413,2012-04-13,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing closure collapse concern contrary cut decline defect defend defer delay delayed deter discontinue discontinued dispose dissolution divest divested divestiture divestitures easing encumbrance erred fail fails failure fined force forego forfeit forfeited forfeiture ill inability incomplete inconsistency inconsistent intentional interfere interrupt interruption involuntary lack lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restructuring sever sue sued suing taint terminate terminated terminates termination terminations unfunded violate violation,ambiguity anticipate anticipated anticipation apparent assume assumed assuming assumption contingent could depend dependent differ intangible intangibles may might possible revise revised risk risks tending uncertain uncertainties unusual vary,able achieve achieved attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater greatest improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win
15,0000796343-17-000113,ADOBE,20170413,2017-04-13,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing collapse concern contrary cut decline defect defend defer delay delayed deter discontinue discontinued dispose divest divested divestiture divestitures easing encumbrance erred fail fails failure fined force forego forfeit forfeited forfeiture ill inability incomplete inconsistency inconsistent intentional interfere interrupt interruption involuntary lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restructuring sever sue sued suing terminate terminated terminates termination terminations unfunded violate violation,ambiguity anticipate anticipated anticipation apparent assume assumed assuming assumption clarification contingent could depend dependent differ hidden intangible intangibles may might possible revise revised unusual vary,able achieve achieved achievement attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater greatest improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win
16,0000796343-18-000172,ADOBE,20181019,2018-10-19,8-K,absence adverse adversely against allege alleged arrears bad bankrupt bankruptcy breach breached break bridge cancel cancellation caution cease ceases claiming claims closed closing closure collapse concern conciliation conflict contested contrary controversy corrected corrupt corruption counterclaim critical cut damage damages danger decline declined default defaults defect defects defer delay delayed delinquent denies deter detract disadvantage disadvantageous disapprove disavow disclaim disclaimed disclose disclosed dishonor dismiss dismissed disproportion disproportionate disproportionately dispute disputes disregard disregarded dissolution doubt easing encumber encumbrance encumbrances endanger endangered erred erring error exculpatory expose fail failed failing fails failure fault faults fined fines force forced forcing forego forfeit forfeiture fraud fraudulent harm hazard hazardous ill illegal illegality impair impaired impairment impracticable inability inaccurate incapable incident incomplete inconsistency incorrect indefeasibly injunction injunctions insolvency insolvent intentional interfere invalid invalidate invalidated invalidity investigate investigation irregular irregularity lack lapse lapsed late laundering lie limitation limitations liquidate liquidated liquidation liquidator litigation lose losing loss losses lying malpractice misconduct mislead misleading miss missed misstate misstatement moratorium negative negligence objected objection obsolete omission omit omits omitted oppose opposed overage overdue penalties penalty plea plead pleading pleadings pled poses posing postpone preclude prejudice protest punitive purport purported purportedly purporting purports quit refusal refuse reject rejected rejection reparation repudiate resign resignation resigns restate restated restatement restatements restructure restructured restructuring revocation revoke revokes sever solvency strain subpoena sue sued sues suffer suffered suspend suspended suspension terminate terminated termination terminations threat threaten threatened unable unemployment unfunded unintended unlawful unpaid unreasonably unreimbursed unsatisfied usurious violate violated violating violation worse,alteration anticipate anticipated appear appearing approximate approximately assume assumed assumes assumption assumptions believe believed believes conditional conditionally contingency contingent could depend dependent differ differs doubt exposure fluctuating fluctuation fluctuations hidden intangible may might nearly pending possibility possible presume presumed revise revised risk risks tending unknown unusual variable variation varied,able abundance achieve achieved adequately advances advantage advantageous assure assuring attain attainment beneficial beneficially benefit benefited best better conclusive conclusively confident desirable desired diligent diligently effective empower empowered enable enhance enhanced exclusive exclusively favorable gain gains good great greater highest honor improve improvement improvements leading opportunity perfect perfected satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success valuable win
17,0001104659-10-003968,ADOBE,20100129,2010-01-29,8-K,absence adverse adversely against breach break cancel canceled closure collapse conflict cut damage damages defer delay delayed deter diminution dispute disputes disregard disregarding downward erred fail fails failure fined force forego forfeit ill impair impairment inability incomplete interfere invalid lack lapse late lie limitation limitations lying miss poses purport quit refusal refuse refusing resign resignation restructuring revoke revoked sever sue sued suspend suspended taint terminate terminated terminates termination terminations unfunded violation,ambiguous approximate approximately clarification contingent could differ intangible intangibles may might predict predicted revise revised unknown,able achieve achieved achievement achieves achieving attain attained attainment benefit conclusive desirable effective enhance exclusive gain gains good opportunity reward satisfaction satisfactory satisfied satisfy success win
18,0000796343-15-000171,ADOBE,20150730,2015-07-30,8-K,against bankrupt bankruptcy breach break claims closed collapse contrary corrupt corruption counterclaim counterclaims cut damage damages default deter disclose disclosed fail failure fault fined force forced forego ill insolvency lapse late lie limitation lose losing miss moratorium negative poses quit restate restated revoke sever solvency terminate terminated,approximate approximately hidden may,able achieve benefit effective gain gains good highest satisfaction satisfactory satisfy success valuable win
19,0000796343-14-000082,ADOBE,20140916,2014-09-16,8-K,break closure collapse conciliation cut decline declines defer deter doubt doubtful erred fail failure ill lapse late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes contingencies could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might risk risks suggest uncertain uncertainties uncertainty vary,able achieve achieved benefit better effective encouraged gain gains great greater profitability satisfy strength strong success successful successfully transparency win
20,0001104659-12-019204,ADOBE,20120319,2012-03-19,8-K,adverse breach breaches break catastrophic closed closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful easing erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sever sue sued sues taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better confident creative effective encouraged enhance enhancement enhancements excitement gain gains good great greater profitability satisfy strong success successful successfully transparency win
21,0000796343-17-000058,ADOBE,20170127,2017-01-27,8-K,absence abuse adverse adversely against breach break cancel canceled cancellation cancelled cease ceased claiming clawback closed closing closure collapse complain complaint complaints concern conflict contrary cut damage damages deceased defer delay delayed delist delisted deter difficult difficulties disciplinary disclose discontinue dismiss dismissal dispose dispute disputes disregard disregarding doubt downward erred fail fails failure fined fines force forego forfeit forfeited forfeiture gratuitous gratuitously harm ill illegal impair impairment impossible inability incident inconsistent infringing interfere invalid invalidity involuntary lapse late laundering layoff lie limitation limitations lose losing loss lying miss mistake mistaken negative penalties plea plead pled poses posing problem problematic purport question questions quit refusal refuse refusing relinquish relinquished resign resignation revoke revoked sever sue sued suspend suspended suspending taint terminate terminated terminates termination terminations unemployment unfunded unpredictable violate violation,ambiguities ambiguous anticipate anticipates approximate approximately assume assumed assumption assumptions clarification could depend dependent differ doubt fluctuation hidden indeterminable may might ordinarily pending possible possibly predict predicted revise revised risk unknown unpredictable,able accomplish achieve achieved achievement achieves achieving assure attain attained attainment beneficial benefit conclusive confident constructive desirable effective enhance exceptional exclusive favorable gain gains good great greater greatest opportunity positive reward satisfaction satisfactory satisfied satisfy satisfying stable strong success surpass surpassed win
22,0000796343-18-000039,ADOBE,20180126,2018-01-26,8-K,absence abuse adverse adversely against breach break cancel canceled cancellation cancelled cease ceased claiming clawback closed closing closure collapse complain complaint complaints concern conflict contrary cut damage damages deceased defer delay delayed delist delisted deter difficult difficulties disciplinary disclose disclosed discontinue dismiss dismissal dispose dispute disputes disregard disregarding doubt downward erred fail fails failure fined fines force forego forfeit forfeited forfeiture gratuitous gratuitously harm ill illegal impair impairment impossible inability incident inconsistent infringing interfere invalid invalidity lapse late layoff lie limitation limitations lose losing loss lying miss mistake mistaken negative penalties plea plead pled poses posing problem problematic purport question questions quit refusal refuse refusing resign resignation revoke revoked sever sue sued suspend suspended suspending taint terminate terminated terminates termination terminations unfunded unpredictable violate violation,ambiguities ambiguous anticipate anticipates approximate approximately assume assumed assumption assumptions clarification could depend dependent differ doubt fluctuation hidden indeterminable may might ordinarily pending possible possibly predict predicted revise revised risk uncertain unknown unpredictable,able accomplish achieve achieved achievement achieves achieving assure attain attained attainment benefit conclusive confident constructive desirable effective enhance exceptional exclusive favorable gain gains good great greater greatest opportunity positive reward satisfaction satisfactory satisfied satisfy satisfying stable strong success surpass surpassed win
23,0001104659-11-015778,ADOBE,20110322,2011-03-22,8-K,adverse breach breaches break catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might pending predict predicting risk risks roughly suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective enabling encouraged enhance enhancement enhancements gain gains good great greater profitability satisfy success successful successfully transparency win
24,0001104659-09-054611,ADOBE,20090915,2009-09-15,8-K,accident adverse adversely against allegation allegations allege alleged alleging antitrust arrearage arrearages assertions bankrupt bankruptcy boycott breach breached breaches break calamity cancel cancellation cancelled cease challenge challenged challenging claiming claims closed closing closure closures collapse complain complaint complaints concern concerns conflict conflicts contested contrary correction corrections crime critical cut damage damages danger deceptive decline default defaults defect defects defend defer deficiencies deficiency delay delayed destroy destroyed destruction deter disagree disagreement disaster disclose disclosed disclosing dismiss dismissed dispose disproportion disproportionate dispute disputes disregard disregarded dissolution disturb disturbed divest divestiture doubt easing embargo encumber encumbered encumbrance encumbrances enjoin enjoining erred erring error exculpation exploit fail failed failing fails failure false fault faults fined fines force forced forego forfeit forfeiture fraud harm ill illegal illegality impair impairment impede impediment imperfection imperfections improper inaccuracies inaccurate incident inconsistent inconvenient infringe infringement infringes injunction injunctions inquiry insolvency insufficient interfere interference invalid invalidity investigation investigations irreparable knowingly lack lapse late laundering lie limitation limitations liquidation litigation lockout lose losing loss losses lost lying misappropriate misappropriates misappropriation misconduct mislead misleading misrepresent misrepresentation miss missed monopolization moratorium noncompliance nondisclosure objecting objection objections omission omissions omit oppose opposed opposition overage penalties persist persistent plea plead pled poses posing preclude preventing prosecute prosecuted purport purported quit redact redacted refusal reparation resign resignation resignations resigned restate restated sabotage sever solvency standstill stolen strain straining sue sued sues suffer terminate terminated terminates terminating termination terminations threat threaten threatened unauthorized unemployment unfair unlawful unreasonably violate violated violates violation violations weak weakness weaknesses willfully worse worsen worsening,apparent appear approximate approximately assume assumed assuming assumption assumptions believe believes conditional conditionally contingent contingently could depend dependent differ doubt exposure intangible likelihood may nonassessable pending possibility possible predict prediction predictions preliminary reexamination risk risks suggest suggested tending variance variances variant,able achieve advantage assure beneficial beneficially benefit best better confident desirable effective efficiency efficient enable enables enabling enhance enhancement enhancements enjoy exclusive exclusivity favorable favored gain gaining gains good great greater honor improve improves innovation integrity invent invention leading opportunity perfect perfected progress resolve revolutionize revolutionizes satisfaction satisfactory satisfied satisfy succeed succeeding success win
25,0000796343-13-000030,ADOBE,20130319,2013-03-19,8-K,break closure collapse conciliation cut decline declines defer deter difficult difficulty doubt doubtful erred fail failure ill lapse late lie limitation limitations lose loss losses miss plea pleas poses quit resign resigned restructuring sever sue sued taint termination,anticipate anticipated assume assumed assumes believe believes could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged gain gains great greater opportunities profitability satisfy strong stronger success successful successfully transparency win
26,0001104659-11-022472,ADOBE,20110426,2011-04-26,8-K,absence adverse adversely against allege alleged bad breach break burden cancel canceled cease ceased ceasing claiming closed closing closure collapse concern conflict contrary corrected criminal cut damage damages defect defective defend defer delay delayed denied destroy destroyed deter disclose disclosed discrepancy disinterested dispose disqualification disqualified disregard disregarded disregarding dissolution doubt easing erred error fail fails failure fined fines force forego fraud ill improper inability incident intentional interfere invalid invalidate invalidated investigation lack lapse late lie limitation limitations liquidation lose losing loss lost lying misconduct miss mistake negligence objecting omission omissions oppose opposed plea pleas pled poses posing postpone postponement preclude prejudice prosecuting prosecution question questions quit reparation resign resignation resignations resigned resigning restate restated revocation sever stolen sue sued suing terminate terminated termination terminations threat threaten threatened undeliverable unlawful violation,anticipate anticipated apparent appear appears approximate approximately assume assumed believe believed contingencies could depend dependence dependent differ doubt may might pending presumption risk tending undesignated,able advancement advances beneficial beneficially benefit best conclusive conducive confident desired effective empower empowered enjoy exclusive exclusively gain gains good great greater impress impressed loyal opportunity pleasure resolve satisfaction satisfy satisfying success successful superior valuable win
27,0000796343-18-000088,ADOBE,20180413,2018-04-13,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing collapse concern contrary cut decline defect defend defer delay delayed deter discontinue discontinued dispose divest divested divestiture divestitures easing encumbrance erred fail fails failure fined force forego forfeit forfeited forfeiture harm ill inability incomplete inconsistency inconsistent intentional interfere interrupt interruption involuntary lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restructuring sever sue sued suing terminate terminated terminates termination terminations unfunded violate violation,ambiguity anticipate anticipated anticipation apparent assume assumed assuming assumption clarification contingent could depend dependent differ hidden intangible intangibles may might possible revise revised unusual vary,able achieve achieved achievement attain attained attainment beneficial benefit conclusive desirable effective empower exclusive gain gains good great greater greatest greatly improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win
28,0001104659-09-014246,ADOBE,20090304,2009-03-04,8-K,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring shortfall sue sued taint termination terminations unanticipated weak weakness worse worsen worsening,anticipate anticipated approximate approximately assume assumed believe believes could differ fluctuation fluctuations intangible intangibles may might predict predicting preliminary revise revised risk risks suggest uncertain uncertainties,able achieve benefit better creative effective encouraged gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strength success successful successfully transparency win
29,0000796343-14-000018,ADOBE,20140318,2014-03-18,8-K,break closure collapse conciliation cut decline declines defer deter difficult difficulty doubt doubtful erred fail failure ill lapse late lie limitation limitations litigation lose loss losses miss plea pleas poses quit restructuring sever sue sued taint termination,anticipate anticipated approximate approximately assume assumed assumes believe believes contingencies contingency could differ doubt doubtful fluctuation fluctuations hidden intangible intangibles may might predict predicting probable risk risks suggest uncertain uncertainties uncertainty vary,able achieve achieved benefit better effective encouraged gain gains great greater innovation profitability satisfy strong success successful successfully transparency win
30,0000796343-14-000025,ADOBE,20140414,2014-04-14,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing collapse concern contrary cut decline defect defend defer delay delayed deter discontinue discontinued dispose dissolution divest divested divestiture divestitures easing encumbrance erred fail fails failure fined force forego forfeit forfeited forfeiture ill inability incomplete inconsistency inconsistent intentional interfere interrupt interruption involuntary lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restructuring sever sue sued suing terminate terminated terminates termination terminations unfunded violate violation,ambiguity anticipate anticipated anticipation apparent assume assumed assuming assumption clarification contingent could depend dependent differ hidden intangible intangibles may might possible revise revised unusual vary,able achieve achieved achievement attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater greatest improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win
31,0000796343-16-000331,ADOBE,20160414,2016-04-14,8-K,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing clawback closing collapse concern contrary cut decline defect defend defer delay delayed deter discontinue discontinued dispose divest divested divestiture divestitures easing encumbrance erred fail fails failure fined force forego forfeit forfeited forfeiture ill inability incomplete inconsistency inconsistent intentional interfere interrupt interruption involuntary lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restructuring sever sue sued suing terminate terminated terminates termination terminations unfunded violate violation,ambiguity anticipate anticipated anticipation apparent assume assumed assuming assumption clarification contingent could depend dependent differ hidden intangible intangibles may might possible revise revised unusual vary,able achieve achieved achievement attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater greatest improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win
32,0000796343-17-000188,ADOBE,20171214,2017-12-14,8-K,accident adverse against alienation breach break cancel canceled cancellation challenging claims closure collapse concern conciliation contesting contrary convict conviction corrected correction cut decline declines defer delay delayed delays denial denied denies deter detriment detrimental dishonest dishonesty disputing distract distraction disturb disturbing doubt doubtful encumber encumbered erred fail failure falsification felony fined force forcing forego forfeit forfeited harm ill impair impairment improper intentional interrupt interruption interruptions invalid invalidity involuntary irregular lapse late lie limitation limitations liquidation lose loss losses lying misconduct miss overage plea pleas pled poses question questions quit resign resignation restructuring sever sue sued sues taint terminate terminated termination unable unpaid unwilling,alteration ambiguities anticipate anticipated approximate approximately assume assumed assumes assumption believe believes could depend dependent differ doubt doubtful fluctuate fluctuation fluctuations hidden intangible intangibles may might possible predict presume presumed risk risks suggest uncertain uncertainties uncertainty,able achieve achieved achieving assure beneficial benefit best better conclusive confident desirable effective empower enable encouraged favorable gain gains good great greater greatest leading opportunity perfect profitability satisfactory satisfies satisfy strong succeed succeeds success transparency win
33,0001104659-11-052536,ADOBE,20110920,2011-09-20,8-K,adverse breach breaches break catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sever sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could depend dependent differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve benefit better effective encouraged enhance enhancement enhancements favorable gain gains good great greater opportunities profitability satisfy strong success successful successfully transparency win
