,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
10,akam,2010-01-22,against break bridge challenging closing cut deter fail fails forego ill lack late lie losing lying miss quit resign resignation resigning,may,able achieve achieved achievement effective gain gains satisfy success win,22.0,6.0,14.0,2.0,3.318,0,0,0,1,0,1,1,1,1,12.0
11,akam,2010-02-03,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage disrupt divest doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sue sued unauthorized unexpected,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may unexpected vary,able benefit better collaborate gain gaining gains good improve improved leading pleased satisfy strength strong succeed win,22.0,8.0,13.0,1.0,3.591,1,0,0,1,1,1,1,0,0,14.0
12,akam,2010-02-17,break bridge correction corrects cut defer erred erroneous erroneously error errors ill lie miss quit,intangible preliminary revise revised,able satisfy win,22.0,9.0,13.0,0.0,3.773,1,1,1,1,1,1,1,1,1,70.0
13,akam,2010-04-28,break bridge challenging claims closed concern conciliation cut defer delay deter disclaim disclaims disclose disclosed discontinue discourage disrupt doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses preclude precluded quit restructuring sever sue sued suspend unauthorized,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may might vary,able attractive benefit better collaborate exciting gain gaining gains good improve improvement leading pleased positive satisfy strength strong succeed win,22.0,8.0,14.0,0.0,3.682,0,1,1,0,1,0,1,1,1,23.0
14,akam,2010-05-21,break bridge cut lie miss,depend dependent,satisfy win,21.0,9.0,12.0,0.0,3.81,1,1,1,1,1,1,1,1,1,68.0
15,akam,2010-07-28,break bridge challenging claims closed closing concern conciliation cut defer delay deter disclaim disclaims disclose disclosed discourage disrupt divest doubt doubtful erred fail failure fined fines ill inability intentional lack late lie limitation limitations lose losing loss losses miss overage plea pleas poses quit resign resignation resigns restructuring sever sue sued suing terminate terminated terminates termination unauthorized,anticipate anticipated anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able achieve achieved achievement attain attainment benefit better collaborate effective efficient enable gain gaining gains good great greater improve improvement leading pleased positive satisfy strength strong success win,21.0,6.0,15.0,0.0,3.5239999999999996,0,0,0,1,1,1,1,1,1,91.0
16,akam,2010-10-27,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage disrupt divest doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sue sued unauthorized,anticipate anticipated anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better collaborate efficient gain gaining gains good improve improvement leading positive satisfy strength strong strongest success successful successfully win,20.0,6.0,14.0,0.0,3.55,1,1,1,1,0,1,0,1,1,84.0
17,akam,2011-01-19,absenteeism adverse against breach break bridge cease ceases claiming claims closed closing conflict conflicts crime cut damage damages defer deter dishonest dishonesty dispose dissolution erred excessive fail fails failure fined force forced forfeit forfeited fraud harm ill impair invalid invalidity lapse lapsed late lie limitation liquidation lose losing loss losses misconduct miss negative negligence negligent omission omit omitted pled poses quit refusal restructuring serious sever sue sued terminate terminated termination terminations unfunded unsatisfactory violation violations,ambiguity differ intangible may,able achieve achievement achieves benefit effective enable gain gains good great greater satisfactory satisfied satisfy success win,22.0,8.0,14.0,0.0,3.682,0,0,0,1,1,0,1,0,0,2.0
18,akam,2011-01-21,break bridge closing closure cut deter fail fails forego ill lack late lie losing lying miss plea pleas quit sue sued sues,differ may nearly,able achieve achievement achieves advancement benefit benefiting better collaborate effective efficient honor honored innovate innovative leadership leading opportunity preeminent satisfy success valuable win,24.0,9.0,15.0,0.0,3.708,0,0,1,1,0,0,0,0,0,19.0
19,akam,2011-02-09,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage disrupt divest doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses quit restructuring sue sued unauthorized,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better collaborate efficient gain gaining gains good leading positive satisfy strength superior win,24.0,9.0,15.0,0.0,3.708,0,0,0,0,0,0,0,0,0,77.0
20,akam,2011-04-27,break bridge challenging claims closed concern conciliation cut defer delay deter disclaim disclaims disclose disclosed discontinue discourage disrupt doubt doubtful erred fail failure fines ill inability intentional lack late lie limitation limitations lose loss losses miss plea pleas poses preclude precluded quit restructuring sue sued suspend unauthorized,almost anticipate anticipated anticipates approximate approximately believe could differ doubt doubtful intangible may might vary,able benefit better collaborate effective efficient gain gaining gains good leading positive satisfy strength strong win,25.0,14.0,11.0,0.0,4.08,1,0,0,0,0,0,0,0,0,26.0
21,akam,2011-05-23,absence adverse adversely against bad break bridge cancel canceled canceling cancellation cancelled claiming concern contrary cut defer deter discontinue discontinued dismiss dissolution downward downwards easing encumber encumbered erred fined forego forfeit forfeited forfeiture fraud gratuitous hardship harm ill inconsistencies inconsistent lapsing late lie limitation limitations liquidation lose loss losses lying miss omission omissions pled poses preclude quit rationalization restructuring sue sued suspend suspended terminate terminated termination terminations unfulfilled writedown,ambiguities assume assumed conditional depend dependent differ may vary,able achieve achievement attain attainment beneficial beneficially benefit desirable effective enhancing gain gains good improve improvement opportunities satisfaction satisfactory satisfied satisfy satisfying succeed succeeding success win worthy,24.0,11.0,13.0,0.0,3.917,0,0,0,0,0,0,0,0,0,65.0
22,akam,2011-07-27,break bridge challenging claims closed concern conciliation cut defer delay disclaim disclaims disclose disclosed discourage doubt doubtful erred fail failure fines ill inability lack late lie limitation limitations lose loss losses lying miss plea pleas poses quit restructuring sue sued,anticipate anticipated anticipates approximate approximately believe contingencies could differ doubt doubtful intangible may vary,able benefit better collaborate efficient enabling gain gaining gains good improve improvement innovative leading positive satisfy strength success win,22.0,10.0,12.0,0.0,3.909,0,0,0,0,1,1,1,0,0,91.0
23,akam,2011-10-26,against breach break bridge cancel cancelled cease ceases challenging claiming claims closed closing closure complain complaint complaints concern conciliation conflict conflicts critical cut damage damages defer delay denigrate derogatory deter disclaim disclaims disclose disclosed discourage dishonest dishonesty disparaging dispose doubt doubtful easing erred fail failure false fined fines force forced forfeit forfeited fraud ill illegal impair inability invalid invalidity lack late lie limitation limitations lose losing loss losses lying misconduct miss negligence omission omissions plea pleas pled poses prevents prosecution quit resign resignation resigned resigns restructuring revocation revoke sever subpoena sue sued suing terminate terminated termination terminations unfunded unsatisfactory wrong wrongdoing,ambiguity anticipate anticipated anticipates approximate approximately believe conditional conditionally contingencies could differ doubt doubtful intangible may might pending risk risks vary,able benefit best better confident effective enabling excellence gain gaining gains good great greater innovation leadership leading opportunities opportunity pleased satisfactory satisfied satisfy strength strengthen strong success unmatched win,21.0,8.0,12.0,1.0,3.667,1,1,1,1,1,1,1,1,1,84.0
24,akam,2012-01-18,against breach break bridge cease ceases claiming claims closed closing closure conflict conflicts contrary cut damage damages defer deter dishonest dishonesty dispose dissolution encumber encumbered erred fail failed fails failure fined force forced forego forfeit forfeited fraud harm ill impair invalid invalidity late lie limitation liquidation lose losing loss losses misconduct miss negative negligence negligent nondisclosure omission omit omitted pled poses quit resign resignation restructuring sever sue sued suing terminate terminated termination terminations unfunded unsatisfactory violate violates violation,ambiguity intangible may,able achieve achieved achievement benefit conclusive confident effective favorable gain gains good great greater satisfactory satisfied satisfy succeed succeeding success win,23.0,9.0,13.0,1.0,3.6519999999999997,1,1,1,0,0,0,0,1,0,6.0
25,akam,2012-01-24,break bridge closing collapse critical cut deter forego ill lack lapse late lie losing lying miss quit termination,hidden,able achieve achieved achievement achieves effective satisfy win,23.0,9.0,13.0,1.0,3.6519999999999997,0,1,1,1,1,1,1,1,1,15.0
26,akam,2012-02-08,break bridge challenging claims closed closing concern conciliation critical cut defer delay deter disclaim disclaims disclose disclosed discourage doubt doubtful easing erred fail failure fined fines forego ill inability lack late lie limitation limitations lose losing loss losses miss overage plea pleas pled poses quit resign resignation restructuring sever sue sued suing terminate terminated termination,anticipate anticipated anticipates approximate approximately believe contingencies could differ doubt doubtful intangible may vary,able achieve achieved achievement achieves benefit better effective enabling enhancing gain gaining gains good great greater innovation leading satisfy strength strong stronger unmatched win,24.0,9.0,14.0,1.0,3.625,1,1,1,0,0,1,1,1,1,77.0
27,akam,2012-04-25,break bridge challenging claims closed closing conciliation cut defer delay deter disclaim disclaims disclose disclosed discontinue discourage doubt doubtful easing erred fail failure fines ill inability lack late lie limitation limitations lose losing loss losses miss plea pleas pled poses preclude precluded quit restructuring sue sued suspend,anticipate anticipates approximate approximately believe contingencies could differ doubt doubtful intangible may might vary,able benefit better effective enabling gain gaining gains good great greater innovation leading pleased positive positively satisfy strength success unmatched win,22.0,8.0,13.0,1.0,3.591,1,0,0,0,0,0,0,0,0,23.0
28,akam,2012-05-18,break bridge collapse cut ill lapse lie miss,depend dependent hidden,able gain gains satisfy win,22.0,10.0,12.0,0.0,3.864,0,1,1,1,0,0,0,0,0,66.0
29,akam,2012-07-23,absenteeism adverse against bankrupt bankruptcy break bridge claiming claims closing closure closures collapse concern conciliation contrary crime cut defend defending defer delay delayed denial denied deter erred excessive fail fails failure fined force forego frivolous harm ignore ignored ill illegal illegality incident interfere invalid invalidity involuntarily involuntary lapse late lie limitation liquidation lose loses losing misconduct miss misuse neglect negligence omission overage pled poses preclude precluded preventing prosecution question questions refusal reject rejected resign resigns serious sever sue sued sues terminate terminated termination unfunded violation violations,depend dependent hidden may possible presumption presumptions reconsider,able achieve achieved benefit confident desirable despite effective gain gaining gains opportunity perfect resolve satisfaction satisfactorily satisfy success successful win,23.0,11.0,12.0,0.0,3.9130000000000003,0,0,0,0,0,0,0,0,0,2.0
30,akam,2012-07-25,break bridge challenging claims closed conciliation cut delay disclaim disclaims disclose disclosed discourage doubt doubtful easing erred fail failure fines ill inability lack late lie limitation limitations lose loss losses miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better enabling gain gaining gains good great greater improve improvement improvements innovation leading satisfy strength strong unmatched win,23.0,11.0,12.0,0.0,3.9130000000000003,0,1,1,0,0,1,1,0,0,2.0
31,akam,2012-07-27,break bridge cut lie miss resign resignation terminate,,able effective satisfy win,24.0,12.0,12.0,0.0,3.958,1,1,0,1,1,1,0,0,0,89.0
32,akam,2012-10-24,break bridge challenging claims closed conciliation cut defer delay disclaim disclaims disclose disclosed discourage doubt doubtful easing erred fail failure fines ill inability lack late lie limitation limitations lose loss losses miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may vary,able benefit better effective efficiency enabling gain gaining gains good great greater innovation leading satisfy strength unmatched win,24.0,11.0,12.0,1.0,3.792,0,1,1,0,0,0,0,0,0,21.0
33,akam,2012-11-14,break bridge challenging claims closure collapse conciliation cut delay disclaim disclaims discourage easing fail failure fines ill inability lack lapse late lie limitation limitations loss losses miss plea pleas pled poses postpone restructuring sue sued unable,anticipate anticipates believe differ hidden intangible may,able benefit better enabling gain gaining gains great greater innovation leading satisfy succeed success unmatched win,25.0,14.0,10.0,1.0,4.0,0,0,1,1,1,1,1,0,0,33.0
34,akam,2012-12-17,absence break bridge cut ill lie miss resign resignation sever,assumption,able effective leadership satisfy win,25.0,14.0,10.0,1.0,4.04,1,1,1,0,0,0,0,0,0,37.0
35,akam,2013-01-23,against break bridge closing collapse cut defer deter erred forego ill lack lapse late lie losing lying miss quit sue sued,fluctuation fluctuations hidden,able achieve achievement effective gain gains satisfy win,26.0,14.0,11.0,1.0,4.0,1,1,1,1,0,1,0,0,0,14.0
36,akam,2013-02-06,break bridge challenge challenges challenging claims closed conciliation cut defer delay deter disclaim disclaims disclose disclosed discontinue discourage doubt doubtful easing erred fail failure fines ill inability lack late lie limitation limitations lose loss losses miss plea pleas pled poses preclude precluded quit restructuring sue sued suspend,anticipate anticipates approximate approximately believe could differ doubt doubtful intangible may might vary,able achieve achieved benefit better effective efficiency enabling gain gaining gains good great greater improve improvement innovation leading opportunities satisfy strength strong unmatched win,26.0,14.0,11.0,1.0,4.0,1,0,0,1,0,1,0,0,0,33.0
37,akam,2013-03-11,break bridge challenging claims closure closures conciliation cut delay disclaim disclaims easing erred fail failure fines forego ill inability lack late lie limitation limitations loss losses miss plea pleas pled poses restructuring sue sued unable,anticipate anticipates believe believes differ intangible may revise revised unusual,able benefit better easily enable enabling gain gains great greater innovation leading satisfy unmatched win,26.0,13.0,12.0,1.0,3.923,0,0,0,0,0,1,0,0,0,36.0
38,akam,2013-04-16,break bridge collapse cut lapse lie miss resign resigning,hidden,able effective satisfy win,27.0,16.0,10.0,1.0,4.1110000000000015,1,0,0,1,0,1,0,0,0,8.0
39,akam,2013-04-24,break bridge claims conciliation cut defer delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack late lie loss losses miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful intangible may unusual varies vary varying,able benefit better effective enabling gain gains great greater innovation leading opportunities pleased satisfy strong unmatched win,27.0,16.0,10.0,1.0,4.1110000000000015,1,1,1,1,1,1,1,1,1,26.0
40,akam,2013-05-20,absence absenteeism adverse adversely against bad break bridge cancel canceled cancelled claiming collapse concern contrary corrected correction crime cut defer deter discontinue discontinued dismiss dissolution doubt downward downwards easing encumber encumbered erred excessive fail failure fined forego forfeit forfeited forfeiture fraud gratuitous hardship harm ill inconsistencies inconsistent lapse lapsing late lie limitation limitations liquidation lose loss losses lying misconduct miss omission omissions pled poses quit rationalization refusal restructuring serious sue sued susceptible suspend suspended terminate terminated termination terminations unfulfilled violation violations writedown,ambiguities assume assumed assumption conditional depend dependent differ doubt fluctuation fluctuations hidden may vary,able achieve achievement attain attainment beneficial beneficially benefit desirable effective enhancing gain gains good improve improvement opportunities satisfaction satisfactory satisfied satisfy satisfying succeed succeeding success win worthy,26.0,17.0,8.0,1.0,4.231,1,0,0,0,0,0,0,0,0,35.0
41,akam,2013-06-24,break bridge closure collapse critical cut easing force ill lapse lie miss plea pleas pled sever,believe hidden,able benefit benefiting effective enabling enthusiastic honor honored innovation innovative leadership leading progress satisfy success unmatched valuable win winning,25.0,16.0,8.0,1.0,4.2,1,1,1,1,1,1,1,0,0,30.0
42,akam,2013-07-24,break bridge claims conciliation cut delay difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack late lie loss losses lying miss plea pleas pled poses quit restructuring sue sued,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful intangible may unusual varies vary varying,able achieving benefit better effective enabling gain gains great greater innovation leading opportunities pleased satisfy strong unmatched win,25.0,16.0,8.0,1.0,4.2,0,1,1,1,1,1,1,1,1,91.0
43,akam,2013-10-23,break bridge claims collapse conciliation cut defer delay deter difficult disclaim disclaims discontinue divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack lapse late lie loss losses lying miss plea pleas pled poses preclude precluded quit restructuring sue sued suspend,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful hidden intangible may might unusual varies vary varying,able benefit better effective efficiency enable enabled enabling gain gains great greater innovation innovative leading opportunities satisfy strong unmatched win,24.0,15.0,8.0,1.0,4.167,0,0,0,0,1,1,1,0,0,21.0
44,akam,2013-11-13,break bridge closure collapse cut easing ill lapse lie plea pleas pled,believe hidden nearly,able effective enabling exciting honor honored innovation leadership leading opportunity satisfy strong success unmatched win,24.0,14.0,9.0,1.0,4.083,1,1,0,0,1,0,0,0,0,19.0
45,akam,2013-12-02,absence absenteeism accident accidental adverse adversely against allege alleged alleging annul annulled antitrust arrears bad bankrupt bankruptcy barred boycott breach breached breaches break bridge cancel cancellation cancelled cease challenge challenges claiming claims closed closing closure closures collapse collusive complain complaint complaints concern concerns conflict conflicting conflicts contrary controversy correction counterclaim counterclaims crime criminal culpability cut damage damages danger debarment debarred default defeat defect defects defend defer deficiencies deficiency delay delayed delays denial denied deny destroy destroyed deter diminution disadvantage disagree disagreed disagrees disaster disasters disclose disclosed discloses disclosing dispose disproportion disproportionate disproportionately dispute disputed disputes disqualified disregard disregarded disrupt disruptive dissent dissenter dissenters dissolution doubt drag duress easing encumber encumbered encumbrance encumbrances endanger endangered erred erroneous error errors excessive exculpatory fail failed failure failures fault fined fines force forced forego forfeit forfeited forfeiture fraud fraudulent grievance grievances hamper harm hazard hazardous ill illegal impair impairing improper inaccuracies inaccuracy inaccurate inaction inactions inadequate incapable incapacity incident incomplete inconsistency inconsistent inconvenient incorrect infringe infringement infringes infringing injunction injunctions inquiry insolvency insufficient interfere interference interferences interrupt interruption invalid invalidity investigate investigated investigation investigations involuntarily irregular irregularities irreparable knowingly lapse late layoff lie limitation limitations liquidate liquidated liquidation litigation lockout lockouts lose loses losing loss losses lost lying malicious misappropriating misappropriation misclassification misconduct mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding misuse monopolization moratorium negative negligence noncompliance objection objections offend offending omission omissions omit omits omitted opposition overage overpayment penalties penalty perjury persist persistent plea plead pleading pleas pled poses preclude prejudice pressing preventing protest protests purport purported purporting purports question questioned questions quit recall refusal refuse reparation resign resignation resignations resigned resigns restate restated revocation revoke revoked sabotage serious sever shortfall solvency stolen strain sue sued sues suffer suffered summons suspend suspended suspension terminate terminated terminates terminating termination terminations threat threaten threatened threats unable unauthorized uncollected unconscionable understate understatement undisclosed undue unemployment unfair unliquidated unnecessary unpaid unreasonable unreasonably unresolved violate violates violating violation violations worse worsen worsening wrong wrongful wrongfully,alteration apparent appear appears approximate approximately assume assumed assumes assuming assumption assumptions believe believed believes believing conditional conditionally contingent contingently could depend dependent differ differed doubt exposure hidden intangible likelihood may might nonassessable pending possible preliminary recalculate recalculated recalculation reexamination revise revised risk sometime sometimes tending uncertain unknown unwritten vague vaguely variable variance variances,able advances advantage beneficial beneficially benefit best conclusive conclusively confident easily effective efficient efficiently exclusive exclusively favorable favored gain gaining gains good great greater improve improvement improvements invent invention inventions inventor inventors leading opportunity perfect perfected pleased progress resolve satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success successful successfully valuable win,24.0,14.0,9.0,1.0,4.083,0,1,1,1,1,1,1,0,0,36.0
46,akam,2014-01-07,break bridge closure collapse cut ill lapse lie,hidden,able satisfy success win,25.0,14.0,10.0,1.0,4.04,1,1,0,0,0,0,0,0,0,29.0
47,akam,2014-02-05,break bridge claims closing collapse conciliation cut defer delay delays difficult disclaim disclaims divest divestiture divestitures doubt doubtful easing erred fail failure force ill inability lack lapse late lie losing loss losses lying miss plea pleas pled poses quit restructuring sue sued unexpected,anticipate anticipates approximate approximately assumption assumptions believe believes contingent differ doubt doubtful hidden intangible may unexpected unusual varies vary varying,able achieve achieved advantage benefit better effective efficiencies enable enabling gain gains great greater improve improvement improvements innovation leading opportunities pleased satisfy strong unmatched win,25.0,14.0,11.0,0.0,4.12,1,1,1,0,0,0,0,0,1,1.0
48,akam,2014-02-06,against break bridge closing collapse cut deter forego ill lapse late lie losing miss quit sue sued,fluctuation fluctuations hidden,able achieve achievement effective gain gains satisfy win,25.0,14.0,11.0,0.0,4.12,1,1,0,0,0,0,1,1,1,5.0
49,akam,2014-02-11,against break bridge closing collapse corrected cut deter forego ill lapse late lie losing miss mistake mistaken mistakenly quit restate restated restates sue sued,could fluctuation fluctuations hidden,able achieve achievement effective gain gains satisfy win,25.0,14.0,11.0,0.0,4.12,1,1,0,0,0,0,0,1,1,1.0
50,akam,2014-02-12,break bridge collapse cut ill lapse lie miss sue sued,hidden,able satisfy win,25.0,14.0,11.0,0.0,4.12,0,0,1,0,0,0,0,1,1,1.0
51,akam,2014-02-13,arrears break bridge claims closing collapse cut decline deter disclaim disclaims easing fail failed ill lapse late lie losing miss pled poses restate restates sue sued taint,anticipate anticipated anticipates approximate approximately could differ hidden may risk risks uncertain uncertainties,able enabling leading satisfy unmatched win,25.0,14.0,11.0,0.0,4.12,1,1,1,0,0,1,0,1,1,7.0
52,akam,2014-02-20,absence accident accidents acquiesce adverse adversely against annul annulment arrears bad bankrupt bankruptcy breach break bridge cancel canceled cancellation cancellations cancelled catastrophe catastrophes cease ceased ceases ceasing challenge challenged claims closed closing closure concern concerns conflict contrary controversy cut damage damages default defect defend defending deficit delay denied depress destroy destroyed destruction deter diminish disclose disclosing discontinue discontinued dismiss dismissed dispose dispute disregard disregarded dissolution disturb disturbance disturbances doubt easing erred erring error evade expose fail fails failure fault faulted faults fined force forced forego forfeit forfeited fraud fraudulent grossly harm hinder hindrance ill illegal illegality impair impaired impede impracticable impractical incapable inconsistency inconsistent inconvenient incorrect injunction inquiry insolvency insolvent insufficient intentional interrupt interruption interruptions invalid investigate investigating investigation involuntary lapse lapsed late laundering lie limitation limitations liquidate liquidated liquidation liquidator litigant lose losing loss losses lost lying malfunction malfunctions manipulate misconduct mismatch mismatches miss missed moratorium negative neglect neglected negligence negligent nonpayment objection omission omissions omit omits omitted omitting overdue penalty plaintiff plea plead pled poses posing postpone postponed postponement preclude prejudice prejudicial prosecute punitive purport purported question quit refuse refused renegotiate reparation resign resignation resigning revoke sever solvency stolen stoppage stoppages sue sued sues suffer suing suspension terminate terminated termination terminations threat threaten threatened unable unavailable unduly unpaid unreasonable unreasonably unrest unwilling usury violate violation volatility,alteration ambiguity apparent appear appearing appears approximate approximately assume assumed assumes assuming assumption assumptions believe believed believes conditional conditionally contingency contingent could depend dependent differ doubt exposure hidden likelihood may might nearly pending possible preliminary risk risks variable variation variations volatility,able advances advantage beneficial beneficially benefit best better conclusive conclusively confident constructive constructively desirable despite effective empower empowered enable exclusive exclusively gain gains good great greater satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win,25.0,14.0,11.0,0.0,4.12,1,1,1,1,1,1,1,1,1,4.0
53,akam,2014-02-24,against breach break bridge cancel cancelled closing closure collapse conflict conflicts cut damage denial difficult difficulty easing fail failure fined force forego ill inability lapse late lie losing loss losses lying miss plea pleas pled poses purport quit sacrificing sue sued terminate terminated termination unpaid,anticipate anticipates approximate approximately assume assumed differ hidden may possible risk,able accomplish accomplished benefit effective enabling enjoy excited gain gains good innovation leading satisfy unmatched unparalleled valuable win,25.0,14.0,11.0,0.0,4.12,1,0,0,0,0,0,0,0,0,66.0
